ID SCAFFOLD PROPERTY DIFF
gen_4 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_5 CC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.541 0.058
gen_6 C=CC(N)=O.OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.923 0.324
gen_7 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_8 CC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.541 0.058
gen_9 CC(C)C(N)=O.c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCCC6)c45)ccc32)cc1 6.469 0.130
gen_10 CC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.541 0.058
gen_11 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_12 CC1(N)CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.706 0.107
gen_13 CC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.541 0.058
gen_14 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_15 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_16 CC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.541 0.058
gen_17 C=CC(N)=O.NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 7.169 0.570
gen_18 C[C@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)C[C@H]1N 6.491 0.108
gen_19 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_20 CC(C)C(N)=O.c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCCC6)c45)ccc32)cc1 6.469 0.130
gen_21 CCC(N)=O.Cc1cc(CN2CCC(O)CC2)c2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn12 6.441 0.158
gen_22 Cc1cc(CN2CCC(N)CC2)c2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn12 6.778 0.179
gen_23 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_24 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_25 NC(=O)CCCO.c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCCC6)c45)ccc32)cc1 6.444 0.155
gen_26 CC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.541 0.058
gen_27 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_28 OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)CC1 6.734 0.135
gen_29 CNC(C)C.c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCCC6)c45)ccc32)cc1 6.813 0.214

ID SCAFFOLD PROPERTY DIFF
CHEMBL256527 c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1 6.640
gen_0 Nc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)ncn1 6.122 0.519
gen_1 CN(c1ccc2c(cnn2Cc2ccccc2)c1)c1cc(N)nc(N)n1.COC 5.357 1.283
gen_2 CNC.CNc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)nc(C)n1 7.078 0.438
gen_3 CNC.Cc1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2)c1 6.644 0.004
gen_4 CN[C@H](C)O.c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1 7.136 0.496
gen_5 CC(C)O.Nc1nccc(Nc2ccc3c(cnn3Cc3ccccc3)c2)n1 5.537 1.103
gen_6 CONC(N)=O.Nc1nccc(Nc2ccc3c(cnn3Cc3ccccc3)c2)n1 5.241 1.399
gen_7 COC.Cc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)nc(N)n1 5.504 1.136
gen_8 CCNC.Cc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)nc([Cl:0])n1 5.977 0.664
gen_9 CN[C@H](C)O.c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1 7.136 0.496
gen_10 CNC.Nc1ncnc(Nc2ccc3c(cnn3Cc3ccccc3)c2)c1[Cl:0] 6.811 0.171
gen_11 CCNC.Cc1cnc([Cl:0])nc1Nc1ccc2c(cnn2Cc2ccccc2)c1 5.547 1.093
gen_12 Cc1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2[Cl:0])c1 5.751 0.889
gen_13 CC(C)Nc1nc(N)nc(Nc2ccc3c(cnn3Cc3ccccc3)c2)c1[N+](=O)O.CO 5.135 1.505
gen_14 CONC(N)=O.Oc1nccc(Nc2ccc3c(cnn3Cc3ccccc3)c2)n1 5.799 0.841
gen_15 Nc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)ncn1 6.122 0.519
gen_16 CNC(C)=O.Nc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)nc(N)n1 5.297 1.343
gen_17 CN(C)c1cc(N(C)c2ccc3c(cnn3Cc3ccccc3)c2)ncn1.COC 6.342 0.298
gen_18 COC.Cc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)nc(N)n1 5.504 1.136
gen_19 CN(c1ccc2c(cnn2Cc2ccccc2)c1)c1ccncn1 5.884 0.757
gen_20 CNC(C)=O.Nc1nccc(Nc2ccc3c(cnn3Cc3ccccc3)c2)n1 5.403 1.237
gen_21 CNC(C)=O.Nc1nccc(Nc2ccc3c(cnn3Cc3ccccc3)c2)n1 5.403 1.237
gen_22 COC.Cc1cc(N(C)c2ccc3c(cnn3Cc3ccccc3)c2)nc(O)n1 6.437 0.203
gen_23 CNC(C)C.Nc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)nc(N)n1 5.382 1.258
gen_24 Nc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)ncn1 6.122 0.519
gen_25 Nc1cc(Nc2ccc3c(cnn3Cc3ccccc3)c2)ncn1 6.122 0.519
gen_26 CN[C@H](C)O.c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1 7.136 0.496
gen_27 CN[C@H](C)O.c1ccc(Cn2ncc3cc(Nc4ccncn4)ccc32)cc1 7.136 0.496
gen_28 CNC(N)=O.Nc1nccc(Nc2ccc3c(cnn3Cc3ccccc3)c2)n1 5.112 1.528
gen_29 Cc1c(N)ncnc1Nc1ccc2c(cnn2Cc2ccccc2[Cl:0])c1 5.751 0.889

ID SCAFFOLD PROPERTY DIFF
CHEMBL271141 O=C(Nc1cnc(Nc2ccc(N3CCNCC3)cc2)nc1)c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1 6.099
gen_0 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_1 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_2 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_3 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_4 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_5 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_6 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_7 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_8 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_9 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_10 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_11 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_12 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_13 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_14 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_15 Cc1cc(NC(=O)c2ccc3c(c2)OCO3)cc(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2[Cl:0])c1 6.389 0.290
gen_16 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_17 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_18 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_19 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_20 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_21 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_22 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_23 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_24 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_25 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_26 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_27 Cc1cc(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2)cc(NC(=O)c2ccc3c(c2)OCO3)c1C 5.985 0.114
gen_28 CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cccc(NC(=O)c5ccc6c(c5)OCO6)c4)cn3)cc2)CC1 6.141 0.042
gen_29 Cc1cc(C)c(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2)cc1NC(=O)c1ccc2c(c1)OCO2 5.940 0.159

ID SCAFFOLD PROPERTY DIFF
CHEMBL179123 c1ccc2c(Nc3ccc(OCC4CCCCC4)cc3)ccnc2c1 6.208
gen_0 CCO.O=Cc1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1 5.708 0.500
gen_1 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_2 CCO.NC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1 5.369 0.839
gen_3 CCO.NC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1 5.369 0.839
gen_4 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_5 CC(C)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.434 0.774
gen_6 CCO.Cc1nc2ccccc2c(Nc2ccc(OCC3CCCCC3)cc2)c1C(N)=O 5.467 0.741
gen_7 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_8 CCO.NC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1 5.369 0.839
gen_9 CCO.COc1ccc2ncc(C(C)=O)c(Nc3ccc(OCC4CCCCC4)cc3)c2c1 5.453 0.756
gen_10 CCO.COc1ccc2ncc(C(N)=O)c(Nc3ccc(OCC4CCCCC4)cc3)c2c1 5.311 0.898
gen_11 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_12 CCO.COc1ccc2ncc(C(C)=O)c(Nc3ccc(OCC4CCCCC4)cc3)c2c1 5.453 0.756
gen_13 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_14 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_15 CCO.O=Cc1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1 5.708 0.500
gen_16 CC(C)O.c1ccc2c(Nc3ccc(OCC4CCCCC4)cc3)ccnc2c1 5.633 0.575
gen_17 CCO.Cc1cc(Nc2c(C(=O)O)cnc3ccccc23)ccc1OCC1CCCCC1 5.320 0.889
gen_18 CC.COc1ccc2c(Nc3ccc(OCC4CCCCC4)cc3)c(C(C)=O)cnc2c1 6.052 0.157
gen_19 CCO.COc1ccc2c(Nc3ccc(OCC4CCCCC4)cc3)c(C(N)=O)cnc2c1 5.573 0.635
gen_20 CC(C)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.434 0.774
gen_21 CCO.Cc1cc(Nc2c(C(N)=O)cnc3ccccc23)ccc1OCC1CCCCC1 5.382 0.827
gen_22 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_23 CCO.O=Cc1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1 5.708 0.500
gen_24 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_25 CCOC.OC1CCC(COc2ccc(Nc3ccnc4ccccc34)cc2)CC1 6.247 0.039
gen_26 CCO.O=C(O)Cc1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1 5.383 0.826
gen_27 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
gen_28 CC(=O)c1cnc2ccccc2c1Nc1ccc(OCC2CCCCC2)cc1.CCO 5.477 0.732
