ID SCAFFOLD PROPERTY DIFF
gen_16 Cc1cccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4cccnc4)s3)c2)c1 6.590 1.102
gen_17 Cc1cccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4cccnc4)s3)c2)c1 6.590 1.102
gen_18 Cc1cccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4cccnc4)s3)c2)c1 6.590 1.102
gen_19 CN(C)C.O=C(Nc1cc(Nc2ncc(-c3cccnc3)s2)ccc1[Cl:0])c1ccccc1 7.028 1.539
gen_20 Cc1cc(NC(=O)c2ccc(S(C)(=O)=O)cc2)cc(Nc2ncc(-c3cccnc3)s2)c1C 7.023 1.535
gen_21 Cc1ccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4cccnc4)s3)c2)cc1 6.639 1.151
gen_22 CCNC.O=C(Nc1cccc(Nc2ncc(-c3ccc(O)nc3)s2)c1)c1ccccc1 6.678 1.190
gen_23 Cc1cc(C)cc(C(=O)Nc2cccc(Nc3ncc(-c4cccnc4)s3)c2)c1 6.899 1.410
gen_24 CCNC.O=C(Nc1cccc(Nc2ncc(-c3ccc(O)nc3)s2)c1)c1ccccc1 6.678 1.190
gen_25 Cc1cccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4cccnc4)s3)c2)c1 6.590 1.102
gen_26 CNC.Cc1ccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4cccnc4)s3)c2)cc1C 6.630 1.141
gen_27 Cc1cccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4ccc([P@@H](=O)O)nc4)s3)c2)c1 7.174 1.686
gen_28 Cc1ccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4cccnc4)s3)c2)cc1 6.639 1.151
gen_29 Cc1cccc(C(=O)Nc2ccc(C)c(Nc3ncc(-c4cccnc4)s3)c2)c1 6.590 1.102

ID SCAFFOLD PROPERTY DIFF
CHEMBL271795 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866
gen_0 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_1 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_2 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_3 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_4 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_5 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_6 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_7 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_8 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_9 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_10 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_11 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_12 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_13 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_14 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_15 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_16 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_17 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_18 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_19 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_20 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_21 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_22 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_23 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_24 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_25 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_26 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_27 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_28 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000
gen_29 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3sncc23)cc1 5.866 0.000

ID SCAFFOLD PROPERTY DIFF
CHEMBL1240565 c1ncc2c(-c3cnc4[nH]ccc4c3)n[nH]c2n1 5.651
gen_0 CC.Cn1ccc2cc(-c3nn(C)c4ncncc34)cnc21 5.193 0.458
gen_1 CC.Cc1cc2cc(-c3nn(C)c4ncncc34)cnc2n1CO 5.439 0.213
gen_2 CC.Cc1cc2cc(-c3nn(C)c4ncncc34)cnc2n1CO 5.439 0.213
gen_3 CC.Cn1ccc2cc(-c3nn(C)c4ncncc34)cnc21 5.193 0.458

ID SCAFFOLD PROPERTY DIFF
CHEMBL113023 O=c1[nH]c2nc(Nc3ccccc3)ncc2cc1-c1ccccc1 5.447
gen_0 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_1 COC.Cc1ccc(Nc2ncc3cc(-c4ccc(C)cc4)c(=O)n(C)c3n2)cc1 6.609 1.162
gen_2 Cc1cccc(Nc2ncc3cc(-c4ccccc4)c(=O)n(C)c3n2)c1 6.176 0.729
gen_3 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_4 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_5 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_6 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_7 COC.Cc1ccc(Nc2ncc3cc(-c4ccc(C)cc4)c(=O)n(C)c3n2)cc1 6.609 1.162
gen_8 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_9 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_10 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_11 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_12 CCNC.Cc1ccc(Nc2ncc3cc(-c4ccc(O)cc4)c(=O)n(C)c3n2)cc1C 6.053 0.606
gen_13 COC.Cc1ccc(Nc2ncc3cc(-c4ccc(C)cc4)c(=O)n(C)c3n2)cc1 6.609 1.162
gen_14 COC.Cc1ccc(Nc2ncc3cc(-c4ccc(O)cc4)c(=O)n(C)c3n2)cc1C 6.174 0.726
gen_15 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccc([Cl:0])cc3)nc21 5.742 0.295
gen_16 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccc([Cl:0])cc3)nc21 5.742 0.295
gen_17 Cc1cc(C)cc(Nc2ncc3cc(-c4ccccc4)c(=O)n(C)c3n2)c1 6.872 1.425
gen_18 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_19 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccc([Cl:0])cc3)nc21 5.742 0.295
gen_20 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_21 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_22 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_23 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_24 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_25 COC.Cc1ccc(Nc2ncc3cc(-c4ccc(C)cc4)c(=O)n(C)c3n2)cc1 6.609 1.162
gen_26 Cn1c(=O)c(-c2ccccc2)cc2cnc(Nc3ccccc3)nc21 5.154 0.293
gen_27 CC[N@H+]([O-])C(C)C.Cc1cc(Nc2nc(O)c3cc(-c4ccc(O)cc4)c(=O)n(C)c3n2)cc([Cl:0])c1[Cl:0] 6.806 1.359
gen_28 COC.Cc1cc(Nc2ncc3cc(-c4ccccc4)c(=O)n(C)c3n2)cc(C)c1C 6.227 0.779
gen_29 CCc1ccc(-c2cc3cnc(Nc4ccc(C)c(C)c4)nc3n(C)c2=O)cc1.COC 6.310 0.863

ID SCAFFOLD PROPERTY DIFF
CHEMBL365448 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777
gen_0 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1 6.512 0.735
gen_1 CCNC(C)C.O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.279 0.499
gen_2 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_3 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_4 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_5 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_6 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_7 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_8 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_9 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1 6.512 0.735
gen_10 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_11 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_12 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1 6.512 0.735
gen_13 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_14 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1 6.512 0.735
gen_15 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_16 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1 6.512 0.735
gen_17 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_18 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1 6.512 0.735
gen_19 Cc1cccc(NC(=O)Nc2ccc(-c3cc(C)c(N)c4c3CNC4=O)cc2)c1 7.065 1.287
gen_20 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1 6.512 0.735
gen_21 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_22 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_23 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_24 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_25 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_26 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1 6.512 0.735
gen_27 O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1 5.777 0.000
gen_28 Cc1ccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)cc1 6.730 0.952
gen_29 Cc1ccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)cc1C 6.709 0.932

ID SCAFFOLD PROPERTY DIFF
CHEMBL215658 c1ncc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)s1 5.733

ID SCAFFOLD PROPERTY DIFF
CHEMBL118000 O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.487
gen_0 CC(C)C.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.393 0.094
gen_1 CC(C)O.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.332 0.155
gen_2 CC.COc1ccccc1Nc1c(C(C)C)cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc12 5.311 0.176
gen_3 CC(C)C.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.393 0.094
gen_4 CC(C)C.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.393 0.094
gen_5 CCC.Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccccc1 5.271 0.216
gen_6 O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.487 0.000
gen_7 O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.487 0.000
gen_8 CCNC(C)C.Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1cc([Br:0])ccc1[Cl:0] 5.521 0.035
gen_9 CNC(C)=O.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.663 0.176
gen_10 CCO.Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccccc1 5.297 0.190
gen_11 CC(C)O.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.332 0.155
gen_12 CC(C)C.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.393 0.094
gen_13 CCO.Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccccc1 5.297 0.190
gen_14 CC[Br:0].O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.399 0.088
gen_15 CC(C)C.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.393 0.094
gen_16 CC(C)O.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.332 0.155
gen_17 CC.COc1ccc(Nc2c(C(C)=O)cnc3ccc(NC(=O)/C=C/CN4CCOCC4)cc23)cc1 5.506 0.019
gen_18 CCO.Cc1ccc(Nc2ccnc3ccc(NC(=O)/C=C/CN4CCOCC4)cc23)cc1 5.656 0.169
gen_19 CC(C)C.O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccc([Cl:0])cc3)c2c1 5.490 0.004
gen_20 CCC.Cc1ccc(Nc2ccnc3ccc(NC(=O)/C=C/CN4CCOCC4)cc23)cc1 5.600 0.113
gen_21 CCC.Cc1ccc(Nc2ccnc3ccc(NC(=O)/C=C/CN4CCOCC4)cc23)cc1 5.600 0.113
gen_22 CC[Br:0].O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.399 0.088
gen_23 CC.COc1ccc(Nc2c(C(C)=O)cnc3ccc(NC(=O)/C=C/CN4CCOCC4)cc23)cc1 5.506 0.019
gen_24 CCC.Cc1ccc(Nc2ccnc3ccc(NC(=O)/C=C/CN4CCOCC4)cc23)cc1 5.600 0.113
gen_25 CC[Br:0].O=C(/C=C/CN1CCOCC1)Nc1ccc2nccc(Nc3ccccc3)c2c1 5.399 0.088
gen_26 CC.COc1ccc(Nc2c(C(C)=O)cnc3ccc(NC(=O)/C=C/CN4CCOCC4)cc23)cc1 5.506 0.019
gen_27 CC.COc1ccc(Nc2c(C)cnc3ccc(NC(=O)/C=C/CN4CCOCC4)cc23)cc1 5.348 0.139
gen_28 CCO.Cc1nc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c(Nc2ccccc2)c1C 5.340 0.147
gen_29 CCO.Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccccc1 5.297 0.190

ID SCAFFOLD PROPERTY DIFF
CHEMBL150581 c1ccc(Nc2ncnc3ccccc23)cc1 5.034
gen_0 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_1 CO.O=Cc1ccc2c(Nc3ccccc3)ncnc2c1 7.313 2.279
gen_2 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_3 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_4 OCCNO.c1ccc(Nc2ncnc3ccccc23)cc1 5.501 0.467
gen_5 CNC(=O)O.Cc1ccc(Nc2ncnc3cc(O)c(O)cc23)cc1C 8.077 3.043
gen_6 OCCNO.c1ccc(Nc2ncnc3ccccc23)cc1 5.501 0.467
gen_7 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_8 CCO.Cc1ccc(Nc2ncnc3ccccc23)cc1 6.150 1.116
gen_9 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_10 Cc1cccc(Nc2ncnc3cc(N)ccc23)c1 7.653 2.619
gen_11 COC.Oc1ccc2ncnc(Nc3ccccc3)c2c1 6.036 1.002
gen_12 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_13 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_14 CN[C@H](C)O.c1ccc(Nc2ncnc3ccccc23)cc1 7.128 2.094
gen_15 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_16 CCC(=O)O.Cc1ccc([Br:0])c(Nc2ncnc3ccc(O)cc23)c1 6.789 1.755
gen_17 C/N=N\NC.c1ccc(Nc2ncnc3ccccc23)cc1 4.778 0.256
gen_18 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_19 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_20 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_21 CCNC(C)=O.Oc1ccc2ncnc(Nc3cccc([Br:0])c3)c2c1 6.405 1.371
gen_22 COC.Oc1ccc2ncnc(Nc3ccccc3)c2c1 6.036 1.002
gen_23 Oc1ccc2c(Nc3ccccc3)ncnc2c1 6.685 1.651
gen_24 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_25 CCC(=O)O.c1ccc(Nc2ncnc3ccccc23)cc1 4.984 0.050
gen_26 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000
gen_27 O=C(O)CC(=O)O.c1ccc(Nc2ncnc3ccccc23)cc1 4.763 0.271
gen_28 Oc1ccc2c(Nc3cccc([Cl:0])c3)ncnc2c1 7.458 2.424
gen_29 c1ccc(Nc2ncnc3ccccc23)cc1 5.034 0.000

ID SCAFFOLD PROPERTY DIFF
CHEMBL413581 c1ccc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)cc1 5.832

ID SCAFFOLD PROPERTY DIFF
CHEMBL143968 O=C(NCc1ccccc1)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1 5.432
gen_0 COC.Cc1ccccc1CNC(=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1 5.200 0.232
gen_1 COc1cc(-c2ccc(-c3ccc(C(=O)NC(C)(C)c4ccc(C)cc4)cc3)cc2)c(C)c(OC)c1O 5.955 0.523
gen_2 Cc1ccc(CNC(=O)c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1 5.695 0.263
gen_3 CCO.COc1ccc(CNC(=O)c2ccc(-c3ccc(-c4ccc(C)c(C)c4)cc3)cc2)cc1 5.840 0.409
gen_4 C=C(C)c1cc(-c2ccc(-c3ccc(C(=O)NCc4ccccc4)cc3)cc2)cc(OC)c1C 5.534 0.102
gen_5 CNC(=O)O.Cc1ccc(-c2ccc(-c3ccc(C(=O)NCc4ccc(O)cc4)cc3)cc2)cc1 6.928 1.496
gen_6 CO.Cc1ccc(CNC(=O)c2ccc(-c3ccc(-c4ccc(C)cc4)cc3)cc2)cc1 6.080 0.648
gen_7 CCO.COc1ccc([C@H](C)NC(=O)c2ccc(-c3ccc(-c4ccc(C)cc4)cc3)cc2)cc1 6.208 0.776
gen_8 CCO.Cc1ccc(O)cc1-c1ccc(-c2ccc(C(=O)NC(C)(C)c3ccccc3C)c(O)c2)cc1O 5.295 0.137
gen_9 CO.Cc1ccc(CN(CCC(=O)O)C(=O)c2cc(C)c(-c3cc(O)c(-c4cc(O)c(C)c(O)c4CO)cc3C)c(O)c2)cc1O 5.386 0.046
gen_10 CCO.Cc1ccc(CNC(=O)c2ccc(-c3ccc(-c4ccc(C(C)C)c(O)c4)cc3)cc2)cc1 6.077 0.645
gen_11 Cc1cccc(-c2ccc(-c3ccc(C(=O)NCc4ccccc4)cc3)cc2)c1 5.579 0.147
gen_12 CCO.Cc1c(C(C)(C)NC(=O)c2ccc(-c3ccc(-c4ccc([Cl:0])c([Cl:0])c4)cc3)cc2)ccc([Cl:0])c1O 5.543 0.111
gen_13 Cc1cc(-c2ccc(C(=O)NCc3ccccc3)cc2)ccc1-c1ccccc1 5.096 0.336
gen_14 CNC(C)(C)N.Cc1cc(C)c(-c2ccc(-c3cc(O)c(C(=O)NCc4ccc(C(C)(C)C)cc4)c(O)c3)c(O)c2)cc1O 5.900 0.468
gen_15 CCO.COc1ccc(-c2ccc(-c3ccc(C(=O)N[C@@H](C)c4ccccc4)cc3)cc2)cc1 5.577 0.145
gen_16 CO.Cc1cc(-c2ccc(C(=O)N(C)Cc3cc(O)c(C(C)(C)O)c(C(C)C)c3)cc2O)ccc1-c1ccc(C(C)C)c(O)c1 5.651 0.219
gen_17 CCO.C[C@@H](NC(=O)c1ccc(-c2ccc(-c3ccc([Cl:0])c(O)c3)cc2)cc1O)c1ccc([Cl:0])cc1 5.633 0.201
gen_18 COc1cc(-c2ccc(-c3ccc(C(=O)NCc4ccccc4)cc3)cc2)cc(OC)c1C 5.505 0.073
gen_19 C=Cc1ccc(CNC(=O)c2ccc(-c3ccc(-c4cc(OC)c(O)c(OC)c4)cc3)cc2)cc1 6.051 0.619
gen_20 Cc1ccc(-c2ccc(-c3ccc(C(=O)NCc4ccccc4)cc3)cc2)cc1 5.696 0.264
gen_21 COC.Cc1ccc(-c2ccc(-c3ccc(C(=O)N[C@@H](C)c4ccccc4)cc3)cc2)cc1O 5.645 0.214
gen_22 Cc1cc(-c2ccc(C(=O)NCc3ccccc3)cc2)ccc1-c1cccc([N+](=O)O)c1 5.079 0.353
gen_23 COc1cc(OC)cc(-c2ccc(-c3ccc(C(=O)NCc4ccccc4)cc3)cc2)c1 5.693 0.261
gen_24 Cc1cc(C(=O)NCc2ccccc2)ccc1-c1ccc(-c2ccccc2)cc1 5.097 0.335
gen_25 CC(C)c1cccc(CNC(=O)c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)c1.CCO 5.750 0.318
gen_26 CO.COc1cc(C(C)C)cc([C@H](NC(=O)c2ccc(-c3c(O)cc(-c4ccc(C)c(C)c4)c(O)c3C)cc2)C(O)O)c1 5.591 0.159
gen_27 COC.Cc1ccc(-c2ccc(-c3ccc(C(=O)NCc4ccccc4)cc3)cc2)cc1 5.506 0.074
gen_28 CCO.Cc1ccc(C)c(-c2ccc(-c3ccc(C(=O)N(C)Cc4cc(C)c(C)c(O)c4C)c(O)c3)cc2)c1 5.675 0.244
gen_29 CO.Cc1ccc(CNC(=O)c2ccc(-c3ccc(-c4cc(C)c(C)c(O)c4)cc3)cc2)cc1 5.797 0.366

ID SCAFFOLD PROPERTY DIFF
CHEMBL2000114 c1ncc2cc[nH]c2n1 5.896
gen_0 CCOC(C)C.[Br:0]c1ncc2cc[nH]c2n1 5.317 0.579

ID SCAFFOLD PROPERTY DIFF
CHEMBL168266 c1ccc(-c2cn(C3CCC3)c3ncncc23)cc1 5.105
gen_0 Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1 5.507 0.402
gen_1 CNC(N)=O.Oc1cccc(-c2cn(C3CCC3)c3ncncc23)c1 5.754 0.648
gen_2 CO.Cc1c(-c2ccccc2)c2c(N)ncnc2n1C1CCC1 5.309 0.203
gen_3 COC.Cc1c(O)cc(-c2cn(C3CC(C(C)(C)C)C3)c3ncncc23)cc1O 6.205 1.100
