ID SCAFFOLD PROPERTY DIFF
gen_6 CO.Cc1ccc2c(=N)cc(-c3ccccc3)oc2c1 5.520 0.134
gen_7 CC.CC(=O)Nc1cccc2c(=N)cc(-c3ccccc3)oc12 5.225 0.429
gen_8 CC.N=c1cc(-c2ccccc2)oc2ccccc12 4.848 0.806
gen_9 CCC.Cc1ccc2c(=N)cc(-c3ccccc3)oc2c1 5.043 0.611
gen_10 CO.Cc1ccc2oc(-c3ccccc3[Cl:0])cc(=N)c2c1 5.613 0.041
gen_11 CC.N=c1cc(-c2cccc([Cl:0])c2)oc2ccccc12 5.066 0.588
gen_12 CO.Cc1ccc(-c2cc(=N)c3ccccc3o2)cc1 5.695 0.041
gen_13 CC.N=c1cc(-c2ccccc2)oc2ccccc12 4.848 0.806
gen_14 N=c1cc(-c2ccccc2)oc2ccccc12 5.654 0.000
gen_15 Cc1ccc(-c2cc(=N)c3ccccc3o2)cc1.NN 5.383 0.270
gen_16 C#N.Cc1cc2oc(-c3ccccc3)cc(=N)c2cc1C 5.698 0.044
gen_17 CO.Cc1cccc2c(=N)cc(-c3ccc([Cl:0])cc3)oc12 5.835 0.181
gen_18 CC.N=c1cc(-c2ccccc2)oc2ccc(NC=O)cc12 6.041 0.387
gen_19 CCC.Cc1ccc2c(=N)cc(-c3ccccc3)oc2c1 5.043 0.611
gen_20 CCC.N=c1cc(-c2ccccc2)oc2ccccc12 4.959 0.695
gen_21 CC.Cc1ccc2c(=N)c(C)c(-c3ccccc3)oc2c1[Cl:0] 5.397 0.257
gen_22 CC.N=c1cc(-c2ccccc2N)oc2ccccc12 4.836 0.818
gen_23 N=c1cc(-c2ccccc2)oc2ccccc12 5.654 0.000
gen_24 N=c1cc(-c2ccccc2)oc2ccccc12 5.654 0.000
gen_25 CO.Cc1cccc(-c2cc(=N)c3ccccc3o2)c1 5.627 0.026
gen_26 CO.N=c1cc(-c2ccccc2)oc2ccccc12 5.391 0.263

ID SCAFFOLD PROPERTY DIFF
CHEMBL306284 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932
gen_0 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_1 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_2 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_3 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_4 C[Cl:0].Cc1ccc2c(Cc3ccncc3)nnc(Nc3ccccc3)c2n1 5.986 0.055
gen_5 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_6 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_7 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_8 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_9 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_10 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_11 CC(=O)O.Cc1ccc2c(Cc3ccncc3)nnc(Nc3ccccc3)c2n1 6.162 0.230
gen_12 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_13 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_14 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_15 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_16 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_17 CCO.Cc1cccc(Nc2nnc(Cc3ccncc3)c3cc(C)c(O)nc23)c1 6.697 0.765
gen_18 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_19 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_20 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_21 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_22 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_23 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_24 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_25 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_26 CC(=O)O.Cc1cnc2c(Nc3ccccc3)nnc(Cc3ccncc3)c2c1 6.277 0.345
gen_27 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_28 c1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1 5.932 0.000
gen_29 CC.Cc1cccc(Nc2nnc(Cc3ccncc3)c3cc(O)c(N(C)C)nc23)c1 6.702 0.770

ID SCAFFOLD PROPERTY DIFF
CHEMBL105436 c1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1 5.706
gen_0 Nc1ncnc2c1c(-c1ccc(O)cc1)cn2-c1ccccc1 5.755 0.049
gen_1 Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 5.394 0.312
gen_2 Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(O)cc1 5.755 0.049
gen_3 COC.COc1cc(-c2cn(-c3cccc(C)c3)c3ncncc23)ccc1O 6.152 0.446
gen_4 Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 5.394 0.312
gen_5 Nc1ncnc2c1c(-c1ccc([Br:0])cc1)cn2-c1ccccc1 5.852 0.146
gen_6 COC.c1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1 5.769 0.063
gen_7 COC.Oc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 6.444 0.737
gen_8 Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 5.394 0.312
gen_9 Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 5.394 0.312
gen_10 Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(O)c1 5.889 0.183
gen_11 CCO.Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 5.033 0.673
gen_12 COC.c1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1 5.769 0.063
gen_13 Nc1ncnc2c1c(-c1ccc(O)cc1)cn2-c1ccccc1 5.755 0.049
gen_14 CO.Cc1ccc(-c2cn(-c3cccc(C)c3)c3ncnc(O)c23)cc1 6.341 0.634
gen_15 CO.Cc1ccc(-c2cn(-c3ccccc3)c3ncncc23)cc1 5.715 0.008
gen_16 CO.Cc1ccc(-c2cn(-c3ccc(C)cc3)c3ncnc(O)c23)cc1 6.457 0.750
gen_17 CO.Cc1ccc(-c2cn(-c3ccccc3)c3ncnc(O)c23)cc1 6.285 0.579
gen_18 CN(C)C.Cc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1 5.583 0.124
gen_19 COC.Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 5.375 0.332
gen_20 Nc1ncnc2c1c(-c1ccc(O)cc1)cn2-c1ccccc1 5.755 0.049
gen_21 CN(C)C.Cc1ccccc1-n1cc(-c2ccccc2)c2cncnc21 5.663 0.044
gen_22 COC.Cc1cc(C)cc(-c2cn(-c3cccc(C)c3O)c3ncncc23)c1 5.890 0.184
gen_23 Nc1ncnc2c1c(-c1ccc(O)cc1)cn2-c1ccccc1 5.755 0.049
gen_24 Nc1ncnc2c1c(-c1ccc(O)cc1)cn2-c1ccccc1 5.755 0.049
gen_25 Nc1ncnc2c1c(-c1cccc([Cl:0])c1)cn2-c1ccccc1 5.852 0.145
gen_26 CNC.Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 5.297 0.410
gen_27 Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1 5.394 0.312
gen_28 COC.Cc1cccc(-c2cn(-c3ccccc3)c3ncnc(O)c23)c1 6.437 0.731
gen_29 CC.Cc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1 5.630 0.076

ID SCAFFOLD PROPERTY DIFF
CHEMBL7775 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047
gen_0 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_1 O=C1NC(=O)c2cc(Nc3cc(O)cc(O)c3)c(Nc3ccccc3)cc21 5.028 0.019
gen_2 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_3 CO.Cc1cc(C)cc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)c1 5.372 0.325
gen_4 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_5 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_6 Cc1cc(C)cc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)c1.NC=O 5.715 0.668
gen_7 O=C1NC(=O)c2cc(Nc3cccc(O)c3)c(Nc3ccccc3)cc21 5.076 0.029
gen_8 O=C1NC(=O)c2cc(Nc3cccc(O)c3)c(Nc3ccccc3)cc21 5.076 0.029
gen_9 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_10 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_11 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_12 Cc1cccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)c1.NC=O 5.480 0.433
gen_13 O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21 4.984 0.063
gen_14 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_15 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_16 O=C1NC(=O)c2cc(Nc3cccc(O)c3)c(Nc3ccccc3)cc21 5.076 0.029
gen_17 CN.O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.050 0.003
gen_18 O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccccc3)cc21 5.007 0.040
gen_19 CO.Cc1ccc(Nc2cc3c(cc2Nc2cccc(C(N)=O)c2)C(=O)NC3=O)cc1 5.537 0.490
gen_20 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_21 CO.Cc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1 5.092 0.045
gen_22 Cc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)N(C)C3=O)cc1.NC=O 5.179 0.132
gen_23 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_24 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_25 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_26 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_27 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_28 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000
gen_29 O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21 5.047 0.000

ID SCAFFOLD PROPERTY DIFF
CHEMBL469261 O=C(c1ccccc1NCc1ccc2ncccc2c1)c1c[nH]c2ccccc12 5.438

ID SCAFFOLD PROPERTY DIFF
CHEMBL360190 N=C1Cc2cccc(c2)Oc2ccc(cc2)CC(=N)C(=O)NCCc2cccc(c2)Oc2ccc(cc2)/C=C/NC1=O 5.059

ID SCAFFOLD PROPERTY DIFF
CHEMBL2001099 c1ccc(CN2CCN(c3ccc(-c4nc5ccccc5[nH]4)cn3)CC2)cc1 5.297

ID SCAFFOLD PROPERTY DIFF
CHEMBL175840 c1ccc2c(Nc3ccc(OCc4ncc[nH]4)cc3)ccnc2c1 5.816

ID SCAFFOLD PROPERTY DIFF
CHEMBL1964444 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480
gen_0 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_1 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_2 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_3 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_4 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_5 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_6 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_7 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_8 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_9 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_10 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_11 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_12 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_13 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_14 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_15 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_16 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_17 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_18 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_19 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_20 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_21 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_22 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_23 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_24 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_25 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_26 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_27 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_28 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000
gen_29 O=C(Nc1ccccn1)Nc1ccnc2ccccc12 5.480 0.000

ID SCAFFOLD PROPERTY DIFF
CHEMBL3098322 c1ccc(Nc2ncnc3ccccc23)cc1 5.796
gen_0 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_1 CO.Cc1ccc2ncnc(Nc3ccccc3)c2c1 6.192 0.396
gen_2 CNC.c1ccc(Nc2ncnc3ccccc23)cc1 6.879 1.083
gen_3 COC.Cc1ccc(Nc2ncnc3cc(O)ccc23)cc1 6.658 0.862
gen_4 CO.Cc1cccc(Nc2ncnc3ccccc23)c1 6.657 0.861
gen_5 CCN.c1ccc(Nc2ncnc3ccccc23)cc1 6.418 0.622
gen_6 CCN(C)c1ccc2ncnc(Nc3ccccc3)c2c1.CN(C)C 5.245 0.551
gen_7 CO.Cc1cccc(Nc2ncnc3ccccc23)c1 6.657 0.861
gen_8 CC.c1ccc(Nc2ncnc3ccccc23)cc1 5.111 0.685
gen_9 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_10 CO.Cc1cccc(Nc2ncnc3ccccc23)c1 6.657 0.861
gen_11 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_12 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_13 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_14 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_15 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_16 C[Cl:0].Cc1ccc2c(Nc3ccccc3)ncnc2c1 6.012 0.216
gen_17 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_18 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_19 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_20 C[N+](C)(C)C.c1ccc(Nc2ncnc3ccccc23)cc1 6.363 0.567
gen_21 CO.Cc1ccc2ncnc(Nc3ccccc3)c2c1 6.192 0.396
gen_22 CO.Cc1ccc2ncnc(Nc3ccccc3)c2c1 6.192 0.396
gen_23 CC.c1ccc(Nc2ncnc3ccccc23)cc1 5.111 0.685
gen_24 COC.Cc1ccc(Nc2ncnc3ccccc23)cc1 6.019 0.223
gen_25 COC.c1ccc(Nc2ncnc3ccccc23)cc1 5.867 0.071
gen_26 CO.Cc1ccc2c(Nc3ccccc3)ncnc2c1 6.555 0.759
gen_27 c1ccc(Nc2ncnc3ccccc23)cc1 5.796 0.000
gen_28 CNC.Nc1ccc2c(Nc3ccccc3)ncnc2c1 7.312 1.516
gen_29 CNC.c1ccc(Nc2ncnc3ccccc23)cc1 6.879 1.083

ID SCAFFOLD PROPERTY DIFF
CHEMBL3128236 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907
gen_0 CS(N)(=O)=O.Cc1ccc(CCn2ncc3c(NCc4cccc(NC(=O)Nc5ccccc5)c4)ncnc32)cc1 6.508 0.601
gen_1 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_2 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_3 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_4 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_5 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_6 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_7 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_8 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_9 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_10 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_11 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_12 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_13 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_14 Cc1cccc(NC(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)c1 5.873 0.034
gen_15 CN(Cc1cccc(NC(=O)Nc2ccccc2)c1)c1ncnc2c1cnn2CCc1ccccc1 6.384 0.478
gen_16 COC.Cc1ccc(CCn2ncc3c(NCc4cc(NC(=O)Nc5ccccc5)ccc4O)ncnc32)cc1 6.206 0.299
gen_17 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_18 COC.Cc1ccc(CCn2ncc3c(NCc4cc(NC(=O)Nc5ccccc5C)ccc4O)ncnc32)cc1 5.905 0.002
gen_19 CO.Cc1ccc(CCn2ncc3c(NCc4cc(NC(=O)Nc5ccc(C)cc5)ccc4O)ncnc32)cc1 6.058 0.151
gen_20 C[SH](=O)=O.Cc1cc(CNc2ncnc3c2cnn3CCc2ccccc2)cc(NC(=O)Nc2cccc(N(C)C)c2)c1 6.767 0.860
gen_21 COC.Cc1cccc(NC(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)c1 5.954 0.047
gen_22 COC.Cc1ccc(CCn2ncc3c(NCc4cc(NC(=O)Nc5cc(C)cc(C)c5)ccc4O)ncnc32)cc1 5.989 0.082
gen_23 Cc1cccc(NC(=O)Nc2cccc(CNc3ncnc4c3cnn4CCc3ccccc3)c2)c1 5.873 0.034
gen_24 COC.Cc1cccc(CCn2ncc3c(NCc4cc(NC(=O)Nc5cc(C)cc(C)c5)ccc4O)ncnc32)c1 5.877 0.029
gen_25 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_26 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_27 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_28 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000
gen_29 O=C(Nc1ccccc1)Nc1cccc(CNc2ncnc3c2cnn3CCc2ccccc2)c1 5.907 0.000

ID SCAFFOLD PROPERTY DIFF
CHEMBL505253 O=C1NCC(c2c[nH]c3ccccc23)=C1c1ccccc1 5.391
gen_0 CCN(C)C.Cc1ccc2c(c1)c(C1=C(c3ccccc3)C(=O)NC1)cn2C 5.124 0.267
gen_1 COC.Cc1ccc2c(c1)c(C1=C(c3ccccc3)C(=O)NC1)cn2C 5.059 0.332
gen_2 COC.Cc1ccc(C2=C(c3cn(C)c4cc(C)cc(O)c34)CNC2=O)cc1 5.061 0.330
gen_3 COC.Cc1ccc(C2=C(c3cn(C)c4cc(C)cc(O)c34)CNC2=O)cc1 5.061 0.330
gen_4 COC.Cc1cccc2c1c(C1=C(c3ccccc3)C(=O)NC1)cn2C 4.963 0.427
gen_5 Cn1cc(C2=C(c3ccccc3)C(=O)NC2)c2ccccc21 4.856 0.534
gen_6 CCN(C)C.Cc1ccc2c(c1)c(C1=C(c3ccccc3)C(=O)NC1)cn2C 5.124 0.267
gen_7 CCO.Cn1cc(C2=C(c3ccccc3)C(=O)NC2)c2ccccc21 4.758 0.633
