ID SCAFFOLD PROPERTY DIFF
gen_29 Cc1cnc2cc(/N=C/c3cccc([Br:0])c3)c(C)cc2n1 4.973 1.593

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00075 C(=N\N=C\c1ccccc1)\c1ccccc1 3.140
gen_0 C/C(=N/N=C/c1ccc(C)cc1)c1ccccc1.CCC 4.315 1.175
gen_1 C/C(=N\N=C/c1ccc([Br:0])cc1)c1ccc(O)c([Br:0])c1 5.182 2.042
gen_2 CNc1ccc(/C=N\N=C\c2ccc(OC)cc2)cc1 2.971 0.169
gen_3 C(=N\N=C\c1ccccc1)\c1ccccc1 2.977 0.163
gen_4 C(=N\N=C\c1ccccc1)\c1ccccc1.CCCCC 4.098 0.958
gen_5 C(=N\N=C\c1ccccc1)\c1ccccc1.C/C=C/C 3.360 0.220
gen_6 CCC.Cc1ccc(/C=N\N=C\c2ccc(C)cc2)cc1 4.440 1.300
gen_7 CCC.Cc1ccc(/C=N/N=C\c2ccccc2C)cc1 4.418 1.279
gen_8 C/C(=N\N=C/c1ccc(C)cc1)c1ccc([Cl:0])cc1 5.286 2.147
gen_9 CC.COc1ccc(/C=N/N=C\c2ccc(O)cc2)cc1 2.931 0.209
gen_10 Cc1cccc(/C=N/N=C\c2cccc([Cl:0])c2)c1 4.790 1.651
gen_11 C/C(=N/N=C/c1ccccc1C)c1ccc([Br:0])cc1.CCC 5.093 1.953
gen_12 CCC.Cc1ccc(/C=N/N=C\c2ccccc2)cc1 4.058 0.918
gen_13 CCCC(C)(C)C.Cc1ccc(/C=N/N=C\c2ccccc2)cc1 4.677 1.538
gen_14 C(=N\N=C\c1ccccc1)\c1ccccc1.CC(C)OC(C)C 3.149 0.009
gen_15 [Br:0]c1cccc(/C=N\N=C\c2ccccc2)c1 4.359 1.220
gen_16 C/C(=N/N=C/c1ccc([Cl:0])cc1[Cl:0])c1ccccc1 5.570 2.430
gen_17 CC(C)(C)C.Cc1cccc(/C=N\N=C\c2ccccc2)c1 4.215 1.075
gen_18 Cc1ccc(/C=N/N=C\c2cccc([Br:0])c2O)cc1.O=CO 2.322 0.817
gen_19 CCC.Cc1ccc(/C=[N+]([Br:0])\N=C\c2ccc(C(C)(C)C)cc2)cc1 4.611 1.472
gen_20 C/C(=N\N=C/c1ccc(C)cc1)c1ccc(C)c(C)c1.CC 4.989 1.850
gen_21 COc1ccc(/C=N/N=C(/C)c2ccccc2)cc1 3.610 0.470
gen_22 COc1ccccc1/C(C)=N/N=C(/C)c1ccc([Cl:0])c([Cl:0])c1 5.329 2.189
gen_23 C/C(=N/N=C/c1ccc(O)c(O)c1)c1ccc(C(C)C)cc1.CCC 3.989 0.849
gen_24 Cc1cccc(/C=N/N=C\c2ccccc2O)c1 3.191 0.052
gen_25 C/C(=N/N=C/c1ccccc1)c1cccc([Br:0])c1.CC(C)(C)C 4.846 1.707
gen_26 C=CC.Cc1ccc(/C=N/N=C\c2ccccc2C)cc1 3.962 0.823
gen_27 CC(C)(C)C.[Cl:0]c1cccc(/C=N/N=C\c2ccccc2)c1 4.479 1.339
gen_28 C/C(=N/N=C/c1ccccc1O)c1ccc(C(C)C)cc1.CC 4.341 1.201
gen_29 C/C(=N/N=C/c1ccc([Cl:0])cc1)c1ccccc1 4.584 1.445

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00116 c1ccc(Oc2c[nH]nc2-c2ccccc2)cc1 3.869
gen_0 Cc1cc(Oc2c[nH]nc2-c2ccccc2O)c(C)cc1[Cl:0] 5.464 1.595
gen_1 Cc1ccc(-c2n[nH]cc2Oc2cc(C)cc(C)c2)cc1 5.727 1.858

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00119 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.639
gen_0 Cc1ccc(-n2nc(C)c3c2CCc2c-3nnc3c2C(=O)c2ccccc2-3)cc1 5.150 1.511
gen_1 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.523 0.884
gen_2 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.784 0.145
gen_3 Cc1ccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2ccc([Br:0])cc2-3)cc1 5.470 1.830
gen_4 Cc1ccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2cc([Cl:0])ccc2-3)cc1 5.307 1.668
gen_5 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.784 0.145
gen_6 Cc1ccc(-n2nc(C)c3c2CCc2c-3nnc3c2C(=O)c2ccccc2-3)c(C)c1 5.732 2.093
gen_7 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.523 0.884
gen_8 Cc1nn(-c2cc([Cl:0])cc([Cl:0])c2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 6.392 2.753
gen_9 Cc1ccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2ccccc2-3)cc1C 4.928 1.289
gen_10 Cc1ccc(-n2nc(C)c3c2CCc2c-3nnc3c2C(=O)c2ccccc2-3)cc1 5.150 1.511
gen_11 Cc1ccccc1-n1nc(C)c2c1C[C@H](C)c1c-2nnc2c1C(=O)c1ccccc1-2 5.395 1.756
gen_12 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.784 0.145
gen_13 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.523 0.884
gen_14 Cc1ccc(-n2ncc3c2C[C@@H](C)c2c-3nnc3c2C(=O)c2ccccc2-3)c(C)c1 5.251 1.612
gen_15 Cc1ccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2ccc(C(C)C)cc2-3)cc1 5.900 2.261
gen_16 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.523 0.884
gen_17 Cc1ccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2cc([Br:0])ccc2-3)cc1 5.461 1.822
gen_18 Cc1cc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2ccccc2-3)ccc1[Cl:0] 5.253 1.613
gen_19 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.523 0.884
gen_20 Cc1ccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2ccccc2-3)cc1 4.406 0.767
gen_21 Cc1cc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2ccccc2-3)ccc1[Cl:0] 5.253 1.613
gen_22 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccc([Cl:0])cc1 4.716 1.077
gen_23 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.523 0.884
gen_24 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.523 0.884
gen_25 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1[C@H](C)C2)C(=O)c1ccccc1-3 4.901 1.262
gen_26 Cc1ccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2cc(C)c(C)cc2-3)cc1 5.503 1.864
gen_27 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccc([Br:0])cc1 4.852 1.213
gen_28 Cc1cccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2cc([Br:0])ccc2-3)c1 5.468 1.829
gen_29 Cc1ccc(-n2ncc3c2CCc2c-3nnc3c2C(=O)c2ccccc2-3)cc1C 4.928 1.289

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00161 O=C(N/C=C/c1ccccc1)c1ccccc1 3.087
gen_0 C/C(=C\c1ccccc1)NC(=O)c1ccc(C(C)(C)C)cc1.CCC 5.047 1.960
gen_1 COc1cccc(C(=O)N/C(C)=C/c2cccc([Br:0])c2)c1 4.332 1.245
gen_2 CCC.CCOC(=O)/C(=C\c1ccc([Cl:0])cc1)NC(=O)c1ccc(C)cc1 4.583 1.495
gen_3 C/C(=C\c1ccccc1)NC(=O)c1ccccc1.C=C(C)C 3.517 0.430
gen_4 C#N.C/C(=C\c1ccccc1SC(C)C)NC(=O)c1ccc([Cl:0])cc1[Cl:0] 4.459 1.372
gen_5 C/C(=C\c1ccccc1)NC(=O)c1ccc([Cl:0])cc1 4.370 1.283
gen_6 C/C(=C\c1ccc([Br:0])cc1)NC(=O)c1ccccc1 4.484 1.397
gen_7 C/C(=C\c1ccccc1)NC(=O)c1ccccc1.CCC(C)C 4.192 1.104
gen_8 CCOC(C)(C)C.O=C(N/C=C/c1ccccc1)c1ccccc1 3.101 0.013
gen_9 C/C(=C\c1ccccc1)NC(=O)c1ccc(C(C)C)cc1.CCC 4.843 1.755
gen_10 CCC(C)(C)C.Cc1ccccc1/C=C/NC(=O)c1ccccc1 4.555 1.468
gen_11 C/C(=C\c1ccc([Cl:0])cc1)NC(=O)c1ccccc1 4.369 1.282
gen_12 C/C(=C\c1ccc([Cl:0])cc1)NC(=O)c1ccc([Cl:0])cc1.CCOC(C)C 4.095 1.007
gen_13 C/C(=C\c1ccc(C)cc1)NC(=O)c1ccc(C)cc1.CCC 4.624 1.537
gen_14 C/C(=C\c1cccc([Cl:0])c1)NC(=O)c1ccc([Br:0])cc1 5.411 2.324
gen_15 C/C(=C\c1ccccc1)NC(=O)c1ccc(C)cc1.CCC 4.251 1.164
gen_16 C/C(=C\c1ccccc1)NC(=O)c1ccccc1[Cl:0].CC(C)(C)C 4.645 1.558
gen_17 C/C(=C\c1ccc(C(C)C)cc1)NC(=O)c1ccc(C)cc1 5.345 2.257
gen_18 C/C(=C\c1ccccc1)NC(=O)c1ccc(C(C)C)cc1.CCC 4.843 1.755
gen_19 C/C(=C\c1ccccc1)NC(=O)c1ccc(C(C)C)cc1.CCC 4.843 1.755
gen_20 CCOC(C)C.O=C(N/C(=C/c1ccccc1)[C@@H](S)C[Cl:0])c1ccccc1 3.360 0.273
gen_21 CCSC(C)(C)C.O=C(N/C=C/c1ccccc1)c1ccccc1[Cl:0] 3.763 0.676
gen_22 C/C(=C\c1ccccc1)NC(=O)c1ccc([Br:0])cc1 4.485 1.398
gen_23 C/C(=C\c1ccccc1)NC(=O)c1ccccc1[Br:0] 4.437 1.349
gen_24 O=C(N/C=C/c1ccccc1)c1ccc([Cl:0])cc1[Cl:0] 5.005 1.918
gen_25 C/C(=C\c1ccccc1)NC(=O)c1cccc([Cl:0])c1.CCSC(C)C 3.707 0.620
gen_26 CCOC.O=C(N/C=C/c1ccccc1)c1ccccc1 2.489 0.599
gen_27 C/C(=C\c1ccccc1)NC(=O)c1ccccc1.CCC 3.893 0.806
gen_28 C/C(=C\c1ccccc1[Cl:0])NC(=O)c1ccccc1[Cl:0] 5.224 2.136
gen_29 C/C(=C\c1ccc([Br:0])cc1)NC(=O)c1ccccc1 4.484 1.397

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00162 c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.574
gen_0 CCC.CCOC(=O)c1c(N)n(-c2cccc(C)c2C)c2nc3ccccc3nc12 4.405 0.831
gen_1 CC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.817 0.243
gen_2 CC(=O)c1c(N)n(-c2ccc(C)cc2)c2nc3ccccc3nc12.CCOC 3.058 0.516
gen_3 CCC.Cc1cccc(-n2c(N)c(C(N)=O)c3nc4ccccc4nc32)c1 3.293 0.280
gen_4 CCC.COC(=O)c1c(NC(C)=O)n(-c2ccc(C)c(C)c2)c2nc3ccccc3nc12 4.163 0.589
gen_5 CC(=O)Nc1c([N+](=O)O)c2nc3ccccc3nc2n1-c1ccc([Cl:0])c(C)c1C.CCC 4.663 1.089
gen_6 CCCC.Cc1ccc(-n2c(N)c([N+](=O)O)c3nc4ccccc4nc32)cc1C 4.266 0.693
gen_7 C=C.CC(C)c1c(N)n(-c2cccc(O)c2)c2nc3ccccc3nc12 3.698 0.124
gen_8 CCCCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 4.386 0.812
gen_9 CC(=O)Nc1cc2nc3ccccc3nc2n1-c1ccc(C)cc1.CCC 4.091 0.517
gen_10 C=C.CC(C)c1c(N(C)O)n(-c2ccccc2)c2nc3ccccc3nc12 4.019 0.446
gen_11 CCC.COC(=O)c1c(N)n(-c2cc(C)cc(C)c2CNC(=O)C(C)C)c2nc3ccccc3nc12 3.645 0.072
gen_12 CCCC.Cc1cccc(-n2c(N)cc3nc4ccccc4nc32)c1 4.172 0.598
gen_13 CC(=O)c1c(N)n(-c2cccc(C)c2)c2nc3ccccc3nc12.CCC 4.102 0.528
gen_14 Cc1ccc(-n2c(C)c(C(=O)C(C)(C)C)c3nc4ccccc4nc32)c(O)c1 5.076 1.502
gen_15 CCOC(=O)c1c(N)n(-c2ccc(C)cc2)c2nc3ccccc3nc12.CCSC(C)C 3.551 0.022
gen_16 CCC.Cc1ccc(-n2c(NC(=O)C(C)C)cc3nc4ccccc4nc32)c(C)c1 4.862 1.288
gen_17 CCNC(C)C.Cc1cccc(-n2c(N)cc3nc4ccccc4nc32)c1 2.811 0.763
gen_18 CC(=O)Nc1cc2nc3ccccc3nc2n1-c1ccccc1C.CCC 4.076 0.502
gen_19 C=[N+](C)Nc1cc2nc3ccccc3nc2n1-c1ccc(C(C)(C)C)cc1.CCC 4.726 1.152
gen_20 CC(C)C/C=[N+](\C)C[Br:0].Nc1cc2nc3ccccc3nc2n1-c1ccccc1 2.933 0.641

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00180 c1ccc(Cc2ccccc2)cc1 3.277
gen_0 CCOc1ccc(C(C)(C)c2ccccc2)cc1 5.473 2.196
gen_1 CC(C)OC=O.c1ccc(Cc2ccccc2)cc1 2.708 0.569
gen_2 CC.CC(=O)Oc1ccc(Cc2ccccc2)cc1 4.249 0.971
gen_3 CCNCC.c1ccc(Cc2ccccc2)cc1 2.843 0.434
gen_4 CCOC.c1ccc(Cc2ccccc2)cc1 2.790 0.487
gen_5 c1ccc(Cc2ccccc2)cc1 3.333 0.056
gen_6 C#N.C[C@@](O)(c1ccccc1)c1ccc([Br:0])cc1 3.374 0.097
gen_7 C[C@H](c1ccccc1)c1ccccc1[Cl:0] 5.968 2.690
gen_8 CCC.Cc1ccc(C(C)(C)c2ccccc2)cc1 5.610 2.333
gen_9 CC(C)(C)NC(=O)C(C)(c1ccccc1)c1ccccc1.CCC 4.445 1.168
gen_10 C#N.COc1ccc(Cc2ccccc2)cc1 2.628 0.650
gen_11 CCOC(=O)OCC.c1ccc(Cc2ccccc2)cc1 2.872 0.405
gen_12 CC(C)C(C)C.CC(C)c1ccc([C@@H]([Br:0])c2ccccc2)cc1 6.447 3.170
gen_13 CC#N.[Cl:0]c1ccc(Cc2ccccc2)cc1 3.636 0.358
gen_14 CC.c1ccc(Cc2ccccc2)cc1 4.346 1.068
gen_15 C#N.C=C(C(C)(C)C)S(=O)(=O)c1cc(C(C)(C)c2ccc(C(C)(C)C)cc2)ccc1O 4.253 0.976
gen_16 CC[C@H](c1ccccc1)c1ccccc1C 6.520 3.242
gen_17 CC(C)C.[Cl:0]c1cccc(Cc2ccccc2)c1 5.452 2.174
gen_18 CCOCC.c1ccc(Cc2ccccc2)cc1 3.015 0.263
gen_19 C#N.Cc1cccc(C(C)(C)c2ccccc2)c1 3.549 0.272
gen_20 COC(=O)CNC=O.c1ccc(Cc2ccccc2)cc1 1.849 1.429
gen_21 CC(c1ccccc1)c1ccccc1.COC(=O)SC[Cl:0] 3.188 0.090
gen_22 CC.Cc1cc(C(C)(C)c2ccccc2)ccc1O 4.737 1.460
gen_23 OC[C@H](c1ccccc1)c1ccc([Cl:0])cc1[Cl:0] 5.180 1.903
gen_24 CC.CCOc1ccc(Cc2ccccc2)cc1 5.010 1.732
gen_25 c1ccc(Cc2ccccc2)cc1 3.333 0.056
gen_26 CCC.[Br:0]C([Br:0])(c1ccccc1)c1ccccc1 5.528 2.251
gen_27 Cc1ccc([C@@](O)(c2ccc(C)c([Br:0])c2)C(C)(C)C[C@@H](C)O)cc1 6.080 2.803
gen_28 CCc1ccc(C(C)(C)c2ccccc2)cc1.C[SH2]O 3.962 0.684
gen_29 C[C@@H](c1ccccc1)c1ccc([Br:0])cc1 5.743 2.465

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00259 c1ccc(Cc2ccccc2)cc1 3.277
gen_0 [Cl:0]c1ccc(Cc2ccc([Cl:0])cc2)cc1 6.491 3.213
gen_1 COc1cccc([C@@H](O)c2cccc(C)c2)c1 4.023 0.746
gen_2 CC[C@H](c1ccccc1)c1cccc(C)c1 6.623 3.345
gen_3 CC[C@@H](c1ccc(OC)cc1)c1ccc([N+](=O)O)cc1 4.724 1.446
gen_4 CCOC.c1ccc(Cc2ccccc2)cc1 2.790 0.487
gen_5 c1ccc(Cc2ccccc2)cc1 3.333 0.056
gen_6 CCOC(=O)O.c1ccc(Cc2ccccc2)cc1 2.341 0.937
gen_7 CCOC.c1ccc(Cc2ccccc2)cc1 2.790 0.487
gen_8 CC(=O)Nc1ccc(Cc2ccccc2[Cl:0])cc1.CCSCC(C)=O 3.438 0.160
gen_9 [Cl:0]c1ccccc1Cc1cccc([Br:0])c1 6.514 3.237
gen_10 CO.Cc1cccc(C(C)(C)c2ccccc2)c1 3.532 0.254
gen_11 CCC(C)=O.CCc1cc([C@@H]2Oc3ccc2cc3)ccc1O 5.527 2.250
gen_12 C#N.CC(c1ccccc1)c1ccccc1 2.945 0.332
gen_13 C=O.Cc1cc([C@H](C)c2ccccc2)cc(C)c1O 4.064 0.787
gen_14 Cc1ccc([C@@H](C)c2ccccc2)cc1 5.079 1.802
gen_15 C[C@H](c1ccc([N+](=O)O)c(N)c1)c1ccc([Cl:0])cc1[Cl:0] 5.082 1.805
gen_16 CC(C)(c1ccc([N+](=O)O)cc1)c1cccc([Cl:0])c1.CC(C)[Br:0] 4.925 1.648
gen_17 O[C@H](c1ccccc1)c1ccc([Cl:0])cc1[Cl:0] 6.198 2.921
gen_18 Oc1ccc(Cc2c([Cl:0])cccc2[Cl:0])cc1 5.119 1.841
gen_19 c1ccc(Cc2ccccc2)cc1 3.333 0.056
gen_20 CCNC[Cl:0].c1ccc(Cc2ccccc2)cc1 2.793 0.484
gen_21 C#N.Cc1cccc(C(C)(C)c2ccccc2)c1 3.549 0.272
gen_22 c1ccc(Cc2ccccc2)cc1 3.333 0.056
gen_23 CC(C)(C)C.CS(=O)(=O)c1cccc(Cc2ccccc2)c1 3.968 0.690
gen_24 C/C=C/c1ccc(C(C)(C)c2ccccc2)cc1.CC(C)(C)C 6.471 3.193
gen_25 COc1ccc(Cc2ccccc2)c(OC)c1OC 3.668 0.391
gen_26 CC(C)(c1ccccc1)c1ccc([Cl:0])cc1 5.820 2.543
gen_27 CCOc1ccc(Cc2ccccc2[Cl:0])cc1 5.929 2.652
gen_28 CC(C)(C)OC[Cl:0].c1ccc(Cc2ccccc2)cc1 3.559 0.281
gen_29 CCOCC.c1ccc(Cc2ccccc2)cc1 3.015 0.263

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00269 O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1 3.398
gen_0 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccc([Cl:0])cc12 5.800 2.402
gen_1 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccc([Cl:0])cc12 5.800 2.402
gen_2 CCN(C)C(=O)OC(C)C.Cc1ccc2c(C(=O)OC(=O)C(C)C)cc(C3C(=O)c4ccccc4C3=O)nc2c1 3.599 0.201
gen_3 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2cc([Cl:0])ccc12 5.801 2.403
gen_4 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccc([Cl:0])cc12 5.800 2.402
gen_5 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2cc([Cl:0])cc([Cl:0])c12 6.582 3.185
gen_6 Cc1ccc2c(c1)C(=O)[C@@H](c1ccc3ccccc3n1)C2=O 5.103 1.705
gen_7 Cc1cc([C@H]2C(=O)c3ccc([Cl:0])cc3C2=O)nc2ccccc12 5.774 2.376
gen_8 Cc1cc2nc(C3C(=O)c4ccccc4C3=O)ccc2cc1[Cl:0] 5.930 2.532
gen_9 Cc1c(C2C(=O)c3ccccc3C2=O)nc2ccc([Cl:0])cc2c1C 6.071 2.673
gen_10 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccccc12 4.986 1.588
gen_11 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccccc12 4.986 1.588
gen_12 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2cc([Cl:0])cc([Cl:0])c12 6.582 3.185
gen_13 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccc([Cl:0])cc12 5.800 2.402
gen_14 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccc([Cl:0])cc12 5.800 2.402
gen_15 Cc1cc([C@@H]2C(=O)c3ccc([Cl:0])cc3C2=O)nc2cc([Cl:0])ccc12 6.634 3.237
gen_16 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2cc([Cl:0])cc([Cl:0])c12 6.582 3.185
gen_17 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccc([Cl:0])cc12 5.800 2.402
gen_18 O=C1c2ccccc2C(=O)C1c1ccc2cc([Cl:0])ccc2n1 5.467 2.070
gen_19 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccccc12 4.986 1.588
gen_20 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2cc([Cl:0])ccc12 5.801 2.403
gen_21 Cc1ccc2ccc(C3C(=O)c4ccccc4C3=O)nc2c1 5.145 1.747
gen_22 O=C1c2ccc([Cl:0])cc2C(=O)[C@H]1c1ccc2cc([Br:0])ccc2n1 6.376 2.978
gen_23 O=C1c2ccccc2C(=O)C1c1ccc2c([Cl:0])c([Cl:0])ccc2n1 6.197 2.799
gen_24 Cc1cc([C@H]2C(=O)c3cccc([Cl:0])c3C2=O)nc2ccccc12 5.848 2.450
gen_25 O=C1c2ccccc2C(=O)C1c1ccc2cccc([Cl:0])c2n1 5.409 2.011
gen_26 Cc1cc2ccccc2nc1C1C(=O)c2ccccc2C1=O 5.031 1.634
gen_27 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2cc([Cl:0])ccc12 5.801 2.403
gen_28 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccc([Cl:0])cc12 5.800 2.402
gen_29 CCCC(C)C.Cc1cc(C2C(=O)c3ccccc3C2=O)nc2ccc(NC(=O)C([Cl:0])[Cl:0])cc12 5.773 2.376

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00324 O=C(Nc1ccccc1)/C(=C/c1ccncc1)NC(=O)c1ccccc1 3.491
gen_0 Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccc([Cl:0])c([Cl:0])c2)c1 5.305 1.813
gen_1 Cc1ccc(C)c(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 4.491 1.000
gen_2 Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 4.075 0.584
gen_3 Cc1cccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2ccc([Cl:0])cc2[Cl:0])c1 5.315 1.823
gen_4 Cc1cc(/C=C(\NC(=O)c2ccccc2)C(=O)Nc2ccccc2)ccn1 3.908 0.417
gen_5 Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 4.075 0.584
gen_6 CCOC(C)C.Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 3.369 0.122
gen_7 Cc1cccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2ccc([Cl:0])cc2C)c1 5.077 1.585
gen_8 Cc1ccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccc([Cl:0])cc2)c([Cl:0])c1 5.328 1.837
gen_9 Cc1cc(/C=C(\NC(=O)c2ccccc2)C(=O)Nc2ccccc2)ccn1 3.908 0.417
gen_10 Cc1ccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2cccc(C)c2)cc1 4.503 1.012
gen_11 Cc1ccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2cccc(C)c2)cc1 4.503 1.012
gen_12 Cc1cc(/C=C(\NC(=O)c2ccccc2)C(=O)Nc2ccccc2)ccn1 3.908 0.417
gen_13 CCC.Cc1ccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2cccc(C)c2)cc1 4.337 0.846
