ID SCAFFOLD PROPERTY DIFF
gen_17 c1ccc(-c2cn3c4ccc5ccccc5c4nc3n2-c2ccccc2)cc1 6.232 0.133
gen_18 Cc1ccc(-n2c(-c3ccc([Br:0])cc3)cn3c4ccc5ccccc5c4nc23)cc1 7.674 1.575
gen_19 CCOC(C)C.Cc1cccc(-c2cn3c4ccc5ccccc5c4nc3n2-c2ccccc2)c1 4.812 1.286
gen_20 C=C.Cc1ccc(-n2c(-c3ccccc3)cn3c4ccc5ccccc5c4nc23)cc1 5.838 0.260
gen_21 COc1ccc2ccc3c(nc4n(-c5ccc(C)cc5)c(-c5ccccc5)cn34)c2c1 6.439 0.341
gen_22 Cc1ccc(-n2c(-c3ccccc3)c(C)n3c4ccc5ccccc5c4nc23)cc1 7.227 1.128
gen_23 CCOC(C)C.c1ccc(-c2cn3c4ccc5ccccc5c4nc3n2-c2ccccc2)cc1 4.549 1.550
gen_24 COC(C)C.c1ccc(-c2cn3c4ccc5ccccc5c4nc3n2-c2ccccc2)cc1 4.328 1.770
gen_25 COC(N)=O.c1ccc(-c2cn3c4ccc5ccccc5c4nc3n2-c2ccccc2)cc1 3.119 2.979
gen_26 COC(N)=O.c1ccc(-c2cn3c4ccc5ccccc5c4nc3n2-c2ccccc2)cc1 3.119 2.979
gen_27 Cc1ccccc1-c1cn2c3ccc4ccccc4c3nc2n1-c1ccc([Cl:0])cc1 7.441 1.342
gen_28 c1ccc(-c2cn3c4ccc5ccccc5c4nc3n2-c2ccccc2)cc1 6.232 0.133

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00131 C1=C(c2ccccc2)N2N=C(c3ccccc3)OC23CCCCC3C1c1ccccc1 6.405
gen_0 COc1ccc(C2=C[C@@H](c3ccccc3)[C@H]3CCCC[C@@]34OC(c3ccccc3)=NN24)cc1 5.587 0.819
gen_1 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@H]3[C@@H]1c1ccccc1 5.758 0.647
gen_2 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@H]3[C@H]1c1ccccc1 5.675 0.731
gen_3 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@]23CCCC[C@H]3[C@@H]1c1ccccc1 5.594 0.812
gen_4 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@]23CCCC[C@@H]3[C@H]1c1ccccc1 5.447 0.958
gen_5 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@H]3[C@H]1c1ccccc1 5.675 0.731
gen_6 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@H]3[C@@H]1c1ccccc1 5.758 0.647
gen_7 Cc1ccc(C2=C[C@H](c3ccccc3)[C@H]3CCCC[C@@]34OC(c3ccccc3)=NN24)cc1 5.944 0.461
gen_8 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@]23CCCC[C@@H]3[C@@H]1c1ccccc1 5.617 0.788
gen_9 [Cl:0]c1ccc([C@@H]2C=C(c3ccc([Br:0])cc3)N3N=C(c4ccccc4)O[C@]34CCCC[C@@H]24)cc1 6.881 0.476
gen_10 COC(=O)O.Cc1ccc(C2=NN3C(c4ccccc4)=C[C@@H](c4ccc([Cl:0])cc4)[C@@H]4CCCC[C@]43O2)cc1 4.641 1.765
gen_11 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@@H]3[C@@H]1c1ccccc1 5.792 0.614
gen_12 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@]23CCCC[C@H]3[C@@H]1c1ccccc1 5.594 0.812
gen_13 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@]23CCCC[C@@H]3[C@H]1c1ccccc1.CCOC(C)C 4.981 1.424
gen_14 [Cl:0]c1ccc(C2=NN3C(c4ccccc4)=C[C@@H](c4ccccc4)[C@H]4CCCC[C@]43O2)cc1 6.211 0.194
gen_15 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@@H]3[C@@H]1c1ccccc1 5.792 0.614
gen_16 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@]23CCCC[C@@H]3[C@@H]1c1ccccc1 5.617 0.788
gen_17 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@@H]3[C@@H]1c1ccccc1 5.792 0.614
gen_18 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@@H]3[C@H]1c1ccccc1 5.595 0.810
gen_19 COC(C)C.[Cl:0]c1ccc(C2=C[C@@H](c3ccccc3)[C@@H]3CCCC[C@]34OC(c3ccccc3)=NN24)cc1 5.319 1.086
gen_20 [Cl:0]c1ccc([C@@H]2C=C(c3ccc([Br:0])cc3)N3N=C(c4ccccc4)O[C@]34CCCC[C@H]24)cc1 6.943 0.538
gen_21 [Cl:0]c1ccc(C2=C[C@@H](c3cccc([Cl:0])c3)[C@@H]3CCCC[C@]34OC(c3ccccc3[Cl:0])=NN24)cc1 7.266 0.860
gen_22 [Br:0]c1ccc(C2=NN3C(c4ccccc4)=C[C@@H](c4ccccc4)[C@@H]4CCCC[C@]43O2)cc1 6.285 0.121
gen_23 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@@H]3[C@@H]1c1ccccc1 5.792 0.614
gen_24 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@H]3[C@H]1c1ccccc1 5.675 0.731
gen_25 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@H]3[C@H]1c1ccccc1.CC 5.836 0.569
gen_26 CC[Br:0].Cc1ccc([C@@H]2C=C(c3ccccc3)N3N=C(c4ccccc4)O[C@]34CCCC[C@H]24)cc1 5.910 0.495
gen_27 CC(C)(C)C.Cc1ccc(C2=NN3C(c4ccccc4)=C[C@H](c4ccccc4)[C@H]4CCCC[C@@]43O2)cc1 6.365 0.040
gen_28 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@H]3[C@H]1c1ccccc1 5.675 0.731
gen_29 C1=C(c2ccccc2)N2N=C(c3ccccc3)O[C@@]23CCCC[C@H]3[C@@H]1c1ccccc1 5.758 0.647

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00332 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 6.775
gen_0 C=C1[C@@H](c2ccc(-c3ccc(-c4ccc(C5CC5)cc4)cc3)cc2)[C@]1(C)[Cl:0] 9.193 2.418
gen_1 [Cl:0]C1([Cl:0])C[C@H]1c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1 10.023 3.248
gen_2 C[C@]1(c2ccc(-c3ccc(-c4ccc(C5CC5)cc4)cc3)cc2)CC1([Cl:0])[Cl:0] 10.460 3.685
gen_3 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_4 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_5 C.c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.107 1.332
gen_6 [Cl:0]C1([Cl:0])C[C@H]1c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1 10.023 3.248
gen_7 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_8 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_9 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_10 [Cl:0]C1([Cl:0])C[C@H]1c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1 10.023 3.248
gen_11 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_12 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_13 [Cl:0]C1([Cl:0])C[C@@H]1c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1 10.020 3.245
gen_14 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_15 C[C@H]1C[C@H]1c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1 9.402 2.626
gen_16 C[C@H]1C[C@H]1c1ccc(-c2ccc(-c3ccc(C4(C)CC4)cc3)cc2)cc1 10.424 3.648
gen_17 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_18 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_19 C=CC(C)(C)C.c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.403 1.628
gen_20 CC.c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 9.823 3.048
gen_21 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_22 CC(=O)N[C@]1(c2ccc(-c3ccc(-c4ccc(C5CC5)cc4)cc3)cc2)C[C@@H]1[Cl:0] 7.532 0.757
gen_23 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_24 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_25 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_26 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_27 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745
gen_28 C#N.CN(C)C[C@H]1C[C@H]1c1ccc(-c2ccc(-c3ccc(C4CC4)cc3)cc2)cc1 5.521 1.254
gen_29 c1cc(-c2ccc(C3CC3)cc2)ccc1-c1ccc(C2CC2)cc1 8.521 1.745

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00353 c1ccc2cc3c(Nc4ccc(N5CCCCC5)cc4)ccnc3cc2c1 6.122
gen_0 CCOC(C)=O.Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCCCC3)cc2)c1C 4.270 1.852
gen_1 Cc1cc(N2CCC[C@H](C)[C@@H]2C)ccc1Nc1c([Br:0])c(C)nc2cc3ccccc3cc12 7.146 1.024
gen_2 CC1CCN(c2ccc(Nc3ccnc4cc5ccccc5cc34)cc2)CC1 6.080 0.042
gen_3 CCOC(=O)C(C)C.Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCCCC3)cc2)c1[Cl:0] 4.769 1.352
gen_4 CC1CCN(c2ccc(Nc3ccnc4cc5ccccc5cc34)cc2)CC1 6.080 0.042
gen_5 CCC(C)(C)C(=O)OC(=O)c1c(C)nc2c([Br:0])c3ccccc3cc2c1Nc1ccc(N2CCC(C)CC2)cc1 6.205 0.083
gen_6 Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCC(C)CC3)cc2)c1[Br:0] 7.368 1.246
gen_7 Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCC[C@H](C)[C@@H]3C)cc2)c1C 6.524 0.402
gen_8 Cc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc3ccccc3cc2n1 6.363 0.241
gen_9 Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCCCC3)cc2)c1[Br:0] 7.226 1.104
gen_10 Cc1cc(Nc2ccc(N3CCCCC3)c([Cl:0])c2)c2cc3ccccc3cc2n1 7.086 0.965
gen_11 Cc1cc(Nc2cc([Cl:0])c(N3CCC(C)CC3)c([Cl:0])c2)c2cc3ccccc3cc2n1 7.714 1.592
gen_12 Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CC[C@H](C)C(C)(C)C3)cc2)c1C(=O)O 5.690 0.432
gen_13 Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCC(C)CC3)cc2)c1C 6.973 0.851
gen_14 Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCC(C)CC3)cc2)c1[Br:0] 7.368 1.246
gen_15 Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCC(C)CC3)cc2)c1[Cl:0] 7.275 1.153
gen_16 Cc1nc2cc3ccccc3cc2c(Nc2ccc(N3CCC[C@@H](C)C3)c([Cl:0])c2)c1C(=O)O 5.568 0.554
gen_17 CC(C)c1cc(Nc2ccc(N3CCCCC3)c([Cl:0])c2)c2cc3ccccc3cc2n1 7.764 1.642
gen_18 Cc1cc(Nc2ccc(N3CCCCC3)c([Cl:0])c2)c2cc3ccccc3cc2n1 7.086 0.965
gen_19 Cc1cc(Nc2ccc(N3CCC[C@@H](C)C3)c(O)c2)c2cc3ccccc3cc2n1 5.526 0.596
gen_20 Cc1cc(Nc2ccc(N3CCC(C)CC3)c([Cl:0])c2)c2cc3ccccc3cc2n1 7.206 1.084
gen_21 CCOC(C)=O.Cc1ccc2cc3nc(C(C)C)cc(Nc4ccc(N5CCCCC5)c([Cl:0])c4)c3cc2c1 5.115 1.007
gen_22 CC(=O)Nc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc3ccccc3cc2n1.CC(C)C 5.256 0.866
gen_23 CCCC.c1ccc2cc3c(Nc4ccc(N5CCCCC5)cc4)ccnc3cc2c1 5.729 0.393
gen_24 [Cl:0]c1cc(Nc2ccnc3cc4ccccc4cc23)ccc1N1CCCCC1 6.668 0.546
gen_25 Cc1cc(Nc2ccc(N3CCC(C)CC3)cc2)c2cc3ccccc3cc2n1 6.567 0.445
gen_26 CCSCC(C)C.c1ccc2cc3c(Nc4ccc(N5CCCCC5)cc4)ccnc3cc2c1 4.890 1.232
gen_27 Cc1cc(Nc2ccc(N3CCCCC3)cc2[Br:0])c2cc3ccccc3cc2n1 7.222 1.101

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00357 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 6.587
gen_0 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccc([Cl:0])cc1 7.869 1.282
gen_1 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccc([Cl:0])cc1)c2-c1ccccc1 7.868 1.281
gen_2 COC(C)C.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.956 0.631
gen_3 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_4 CC(C)O.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.812 0.774
gen_5 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_6 O=C1c2ccccc2C(=O)c2c1c(-c1ccc([Br:0])cc1)n(-c1ccccc1)c2-c1cccc([Cl:0])c1 8.537 1.950
gen_7 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_8 COC(C)C.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.956 0.631
gen_9 COc1ccc(-c2c3c(c(-c4ccccc4)n2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 7.017 0.430
gen_10 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_11 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccc([Cl:0])cc1)c2-c1ccccc1 7.868 1.281
gen_12 COC(C)C.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.956 0.631
gen_13 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_14 Cc1ccc(-c2c3c(c(-c4ccccc4)n2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 7.637 1.051
gen_15 Cc1ccc(-n2c(-c3ccccc3)c3c(c2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 7.636 1.050
gen_16 COC(C)=O.Cc1cccc(-c2c3c(c(-c4ccc([Cl:0])cc4)n2-c2ccc(O)cc2)C(=O)c2ccccc2C3=O)c1 5.280 1.307
gen_17 CCOCOCC.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.207 1.380
gen_18 Cc1ccc(-n2c(-c3ccccc3)c3c(c2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 7.636 1.050
gen_19 CC(C)(C)O.Cc1ccc(-n2c(-c3ccccc3)c3c(c2-c2ccccc2)C(=O)c2cc([Br:0])c(O)cc2C3=O)cc1 6.452 0.135
gen_20 Cc1ccc(-c2c3c(c(-c4ccc([Br:0])cc4)n2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 8.325 1.738
gen_21 COC(C)C.Cc1ccc(-c2c3c(c(-c4ccccc4)n2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 6.260 0.327
gen_22 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_23 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_24 Cc1cccc(-n2c(-c3ccccc3)c3c(c2-c2ccccc2[Cl:0])C(=O)c2ccccc2C3=O)c1 8.076 1.489
gen_25 Cc1ccc(-c2c3c(c(-c4ccccc4)n2-c2ccc(C)cc2)C(=O)c2ccccc2C3=O)cc1 7.975 1.388
gen_26 CCO.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.543 1.044
gen_27 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_28 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccc([Br:0])cc1)c2-c1ccccc1 7.996 1.409

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00576 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 6.587
gen_0 COC.Cc1ccc(-c2c3c(c(-c4ccccc4)n2-c2ccc([Cl:0])cc2)C(=O)c2ccccc2C3=O)cc1 6.458 0.128
gen_1 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_2 CCOC(C)C.Cc1ccc(-c2c3c(c(-c4ccccc4)n2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 6.459 0.128
gen_3 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_4 COC(C)C.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.956 0.631
gen_5 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_6 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_7 COc1ccc(-c2c3c(c(-c4ccc([Cl:0])cc4[Cl:0])n2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 8.024 1.438
gen_8 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_9 CCOC(C)C.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 6.188 0.399
gen_10 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_11 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_12 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_13 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_14 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_15 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_16 COC(C)C.Cc1ccc(-n2c(-c3ccccc3)c3c(c2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 6.259 0.328
gen_17 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_18 COc1ccc(-n2c(-c3ccc([Br:0])cc3)c3c(c2-c2cccc(C)c2)C(=O)c2ccccc2C3=O)cc1 8.006 1.419
gen_19 Cc1ccc(-c2c3c(c(-c4ccc([Cl:0])cc4)n2-c2cccc(C)c2)C(=O)c2ccccc2C3=O)cc1 8.499 1.913
gen_20 COC(C)C.Cc1cccc(-n2c(-c3ccccc3)c3c(c2-c2ccccc2)C(=O)c2ccccc2C3=O)c1 6.251 0.335
gen_21 CCOC(=O)O.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.056 1.530
gen_22 COC(C)C.Cc1ccc(-n2c(-c3ccccc3)c3c(c2-c2ccc([Br:0])cc2)C(=O)c2ccccc2C3=O)cc1 6.825 0.238
gen_23 Cc1ccc(-n2c(-c3ccccc3)c3c(c2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 7.636 1.050
gen_24 CCOC.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.846 0.740
gen_25 O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 7.200 0.614
gen_26 CCO.O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)n(-c1ccccc1)c2-c1ccccc1 5.543 1.044
gen_27 CC(C)OCOc1ccc2c(c1)C(=O)c1c(c(-c3ccccc3)n(-c3ccccc3)c1-c1cccc([Br:0])c1)C2=O.COC(C)C 6.053 0.534
gen_28 COC(C)=O.Cc1ccc(-n2c(-c3ccccc3)c3c(c2-c2ccccc2)C(=O)c2ccccc2C3=O)cc1 5.302 1.285

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00876 C(=N/c1ccc2c(c1)Cc1ccccc1-2)\c1cccc2ccccc12 6.162
gen_0 Cc1ccc2ccc(O)c(/C=N/c3ccc4c(c3)Cc3cc([Cl:0])ccc3-4)c2c1 7.862 1.701
gen_1 Oc1ccc2c([Cl:0])cccc2c1/C=N/c1ccc2c(c1)Cc1ccccc1-2 7.232 1.071
gen_2 C[C@@H]1c2ccccc2-c2ccc(/N=C/c3cccc4ccccc34)cc21 8.112 1.950
gen_3 Oc1ccc2ccccc2c1/C=N/c1ccc2c(c1)Cc1ccccc1-2 5.948 0.214
gen_4 C(=N/c1ccc2c(c1)Cc1ccccc1-2)\c1cccc2ccccc12 6.988 0.826
gen_5 Oc1ccc2cc([Cl:0])ccc2c1/C=N/c1ccc2c(c1)Cc1ccccc1-2 7.400 1.238
gen_6 C(=N/c1ccc2c(c1)Cc1ccccc1-2)\c1cccc2ccccc12.CC 7.441 1.280
gen_7 Cc1ccc2ccc(O)c(/C=N/c3ccc4c(c3)Cc3cc([Cl:0])ccc3-4)c2c1 7.862 1.701
gen_8 [Cl:0]c1ccc2c(/C=N/c3ccc4c(c3)Cc3cc([Br:0])ccc3-4)cccc2c1 9.132 2.970
gen_9 Oc1ccc2cc([Cl:0])ccc2c1/C=N/c1ccc2c(c1)Cc1ccccc1-2 7.400 1.238
gen_10 C(=N/c1ccc2c(c1)Cc1ccccc1-2)\c1cccc2ccccc12 6.988 0.826
gen_11 Oc1ccc2ccccc2c1/C=N/c1ccc2c(c1)Cc1ccccc1-2 5.948 0.214
gen_12 Oc1ccc2cc([Cl:0])ccc2c1/C=N/c1ccc2c(c1)Cc1ccccc1-2 7.400 1.238
gen_13 CC1(C)c2ccccc2-c2c([Br:0])cc(/N=C/c3c(O)ccc4ccccc34)cc21 8.035 1.873
gen_14 CC.CC(=O)Nc1cc2c(cc1/N=C/c1cccc3ccccc13)Cc1ccccc1-2 5.961 0.200
gen_15 CC(=O)OC(C)C.Oc1ccc2ccccc2c1/C=N/c1ccc2c(c1)Cc1ccccc1-2 5.004 1.157
gen_16 Oc1ccc2cc([Cl:0])ccc2c1/C=N/c1ccc2c(c1)Cc1ccccc1-2 7.400 1.238
gen_17 C(=N/c1ccc2c(c1)Cc1ccccc1-2)\c1cccc2ccccc12 6.988 0.826
gen_18 C(=N/c1ccc2c(c1)Cc1ccccc1-2)\c1cccc2ccccc12 6.988 0.826
gen_19 COc1cc2c(cc1/N=C/c1cccc3cc([Br:0])ccc13)[C@@H](C)c1ccccc1-2 8.180 2.018
gen_20 Cc1cc(/N=C/c2c(O)ccc3ccccc23)cc2c1-c1ccccc1C2 6.947 0.786
