ID SCAFFOLD PROPERTY DIFF
gen_23 Cc1cnc2cc(/N=C/c3ccccc3[Cl:0])c(C)cc2n1 4.782 1.402
gen_24 C(=N/c1ccc2nccnc2c1)\c1ccccc1.CC=O 2.467 0.914
gen_25 Oc1ccc(/C=N/c2ccc3ncc([Br:0])nc3c2)cc1[Br:0] 4.329 0.949
gen_26 C(=N/c1ccc2nccnc2c1)\c1ccccc1 3.089 0.291

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00075 C(=N\N=C\c1ccccc1)\c1ccccc1 3.140
gen_0 CCCCC.Cc1ccc(/C=N/N=C\c2ccc(O)c(C)c2)cc1 4.197 1.058
gen_1 C=C(CC)[C@@H](C)C(C)(C)c1ccc(/C=N\N=C\c2ccccc2)cc1 5.302 2.162
gen_2 CC(C)Cc1ccc(/C=N/N=C(/S)c2ccccc2)cc1 5.718 2.579
gen_3 C=C(C)C.CC(C)Oc1ccc(/C=N/N=C\c2ccccc2)cc1 4.164 1.024
gen_4 CC[C@H](C)C(C)(C)CC.Oc1ccc(/C=N/N=C\c2ccccc2)cc1 3.859 0.719
gen_5 CC[C@H](O)CCCCC[C@H](C)c1ccc(/C(N)=N/N=C\c2ccc([Cl:0])cc2)cc1C 4.520 1.381
gen_6 C[C@H](C[Br:0])c1ccc(/C=N\N=C(/N)c2ccc([Cl:0])cc2)cc1 4.432 1.292
gen_7 COc1cc(/C=N\N=C\c2ccc(CCCC(C)C)c([Cl:0])c2)cc([Cl:0])c1OC 7.030 3.891
gen_8 CC(C)Oc1ccc(/C=N\N=C\c2ccccc2)c(C(C)(C)C)c1 6.074 2.934
gen_9 Cc1ccc(/C=N\N=C\c2ccccc2)cc1 3.956 0.816
gen_10 CCCO.Cc1ccc(/C=N\N=C\c2ccccc2)cc1 2.657 0.483
gen_11 C(=N\N=C\c1ccccc1)\c1ccccc1.CCC(C)C 3.978 0.839
gen_12 CCCCCC[C@H](CC)C[C@H](C)CN[C@H](C)O.Cc1ccc(/C=N\N=C\c2ccccc2C)c(C)c1 4.329 1.189
gen_13 CCO.CPc1ccc(/C=N/N=C\c2ccc(C)cc2)cc1 2.971 0.168
gen_14 CCCCOC[Br:0].Oc1ccc(/C=N\N=C\c2ccc([Cl:0])cc2)cc1 3.399 0.260
gen_15 C(=N\N=C\c1ccccc1)\c1ccccc1.CCCCCCC 4.618 1.478
gen_16 C(=N\N=C\c1ccccc1)\c1ccccc1.CCCCCCCNC(C)C 3.532 0.392
gen_17 C(=N\N=C\c1ccccc1)\c1ccccc1.CCO[C@@H](C)O 2.493 0.646
gen_18 C(=N\N=C\c1ccccc1)\c1ccccc1.CCCCCCCCCNC(=O)NC(C)C 3.825 0.686
gen_19 CCCCCC.COc1cc([Br:0])cc(/C=N/N=C\c2cccc([N+](=O)O)c2)c1OC 4.499 1.360
gen_20 C(=N\N=C\c1ccccc1)\c1ccccc1 3.019 0.121
gen_21 Cc1ccccc1/C=N\N=C\c1ccccc1 3.910 0.770
gen_22 Cc1c(O)ccc(/C=N/N=C\c2ccccc2)c1C(C)C 4.378 1.239
gen_23 C(=N\N=C\c1ccccc1)\c1ccccc1.CCOCC 2.739 0.400
gen_24 C(=N\N=C\c1ccccc1)\c1ccccc1.CCCNCC 2.462 0.677
gen_25 CCOC(C)(C)CC.Cc1ccc(/C=N/N=C\c2ccc(OC(C)C)c(C)c2O)cc1 4.207 1.067
gen_26 Cc1ccccc1/C=N\N=C\c1ccccc1 3.910 0.770
gen_27 C=C(C)C.Cc1ccc(/C=N\N=C\c2ccccc2)cc1 3.786 0.646
gen_28 CCN(CC)CC.Cc1ccc(/C=N/N=C\c2cc([Cl:0])cc(C)c2O)c(N(C)C)c1 3.662 0.522
gen_29 Cc1cccc(/C=N/N=C\c2ccc(CCC(C)C)cc2)c1O 5.564 2.425

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00116 c1ccc(Oc2c[nH]nc2-c2ccccc2)cc1 3.869

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00119 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.639
gen_0 CCCNC(C)=O.O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.316 0.324
gen_1 Cc1nn(-c2ccc([Br:0])cc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.840 1.201
gen_2 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.248 0.391
gen_3 O=C1c2ccc([Cl:0])cc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 4.137 0.497
gen_4 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccc([Cl:0])cc1-3 4.812 1.173
gen_5 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.248 0.391
gen_6 Cc1ccc2c(c1)-c1nnc3c(c1C2=O)C(C)(C)Cc1c-3cnn1-c1ccccc1 4.251 0.612
gen_7 C=C(C)C.CCSc1cc(SC)ccc1-n1ncc2c1CCc1c-2nnc2c1C(=O)c1ccccc1-2 4.182 0.542
gen_8 Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1C[C@@H]2[Br:0])C(=O)c1cc([Br:0])ccc1-3 5.258 1.618
gen_9 CC(C)c1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1cc([Br:0])ccc1-3 5.535 1.896
gen_10 CCCSCCSC.O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.836 0.196
gen_11 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccc([Br:0])cc1 4.165 0.526
gen_12 Cc1nn(-c2ccc([Cl:0])cc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.785 1.146
gen_13 CC(C)c1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccc([Cl:0])cc1-3 5.513 1.873
gen_14 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.248 0.391
gen_15 Cc1nn(-c2ccc([Cl:0])cc2)c2c1-c1nnc3c(c1[C@H](C)[C@@]2(C)O)C(=O)c1ccccc1-3 4.351 0.712
gen_16 Cc1ccc2c(c1)-c1nnc3c(c1C2=O)CCc1c-3c(C)nn1-c1ccccc1 4.464 0.825
gen_17 CC1(C)Cc2c(cnn2-c2ccccc2)-c2nnc3c(c21)C(=O)c1ccccc1-3 3.811 0.171
gen_18 CCCNC(C)C.CCO[S@](=O)Cc1nn(-c2ccccc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 3.741 0.102
gen_19 CC1(C)Cc2c(cnn2-c2ccccc2)-c2nnc3c(c21)C(=O)c1ccccc1-3 3.811 0.171
gen_20 CCCN(C)C=O.O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.121 0.518
gen_21 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.248 0.391
gen_22 CC(C)c1nn(-c2ccc([Cl:0])cc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 5.486 1.846
gen_23 O=C1c2ccccc2-c2nnc3c(c21)CCc1c-3cnn1-c1ccccc1 3.248 0.391
gen_24 Cc1nn(-c2ccc([Cl:0])cc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.785 1.146
gen_25 CC1(C)Cc2c(cnn2-c2ccccc2)-c2nnc3c(c21)C(=O)c1ccccc1-3 3.811 0.171
gen_26 Cc1nn(-c2ccc([Cl:0])cc2)c2c1-c1nnc3c(c1CC2)C(=O)c1ccccc1-3 4.785 1.146

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00161 O=C(N/C=C/c1ccccc1)c1ccccc1 3.087
gen_0 CC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.337 0.250
gen_1 CCC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.481 0.394
gen_2 CCC[C@@H](O)CC.CCOc1ccc(/C=C(\C)NC(=O)c2ccccc2)cc1 3.644 0.556
gen_3 CC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.337 0.250
gen_4 CC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.337 0.250
gen_5 CCC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.481 0.394
gen_6 CCCC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.573 0.485
gen_7 C/C(=C\c1ccc([Cl:0])cc1)[N+](=O)C(=O)c1ccc(C)cc1 4.462 1.374
gen_8 C/C(=C\c1ccc([Cl:0])cc1)NC(=O)c1ccc([Cl:0])c([Cl:0])c1.CCOC(C)=O 3.772 0.685
gen_9 C=C(C)C.O=C(N/C=C/c1ccccc1)c1ccccc1 3.291 0.203
gen_10 CCCCCCC.O=C(N/C=C/c1ccccc1)c1ccccc1 4.366 1.278
gen_11 O=C(N/C=C/c1ccccc1)c1ccccc1 3.181 0.094
gen_12 CC(C)(C)/C(=C\c1ccccc1)NC(=O)c1ccc([Cl:0])c([NH+]=O)c1.CCCC[C@H](O)OCOCC 3.184 0.097
gen_13 CCC.CCN(CC)C/C(=C\c1ccccc1)[N+](=O)C(=O)c1cccc([Br:0])c1 3.986 0.898
gen_14 O=C(N/C=C/c1ccccc1)c1ccccc1 3.181 0.094
gen_15 CCC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.481 0.394
gen_16 CC[Cl:0].CS/C(=C(/C#N)NC(=O)c1ccc([Cl:0])cc1)c1ccc(OC(C)C)cc1 4.502 1.415
gen_17 CCC[C@@H](C)N(CC)C(=O)OCC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.273 0.185
gen_18 O=C(N/C=C/c1ccccc1)c1ccccc1 3.181 0.094
gen_19 O=C(N/C=C/c1ccccc1)c1ccccc1 3.181 0.094
gen_20 CCC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.481 0.394
gen_21 CCC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.481 0.394
gen_22 CC(C)C.O=C(N/C=C/c1ccccc1)c1ccccc1 3.596 0.509
gen_23 CCCCCC.O=C(N/C=C/c1ccccc1)c1ccccc1 4.196 1.109
gen_24 CCC.O=C(N/C=C/c1ccccc1)c1ccccc1 3.481 0.394
gen_25 CCNCS.O=C(N/C=C/c1ccccc1)c1ccccc1 2.337 0.750
gen_26 CC.CC=O.O=C(N/C=C/c1ccccc1)c1ccccc1 2.671 0.417
gen_27 C=C(C)C.CC(C)(C)c1ccc(/C=C(\C=O)NC(=O)c2ccccc2)cc1 4.096 1.009
gen_28 CC.CC(C)O.Cc1cccc(C(=O)N/C=C/c2ccccc2)c1 2.989 0.098
gen_29 CSN(C(=O)c1ccccc1)/C(C)=C/c1ccccc1 3.950 0.863

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00162 c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.574
gen_0 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_1 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_2 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_3 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_4 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_5 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_6 Cc1ccc2nc3cc(N)n(-c4ccc([Cl:0])cc4)c3nc2c1 4.254 0.680
gen_7 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_8 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_9 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_10 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_11 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_12 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_13 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_14 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_15 CCCC.Cc1cc(-n2c(N)c(C#N)c3nc4ccccc4nc32)cc(N(C)C)c1C 3.887 0.313
gen_16 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_17 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_18 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_19 CCCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.803 0.229
gen_20 CCCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.803 0.229
gen_21 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_22 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_23 CC[C@@H](C)N.Cc1cc(-n2c(N)c(C#N)c3nc4ccccc4nc32)c(C)c(C)c1C 3.545 0.029
gen_24 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_25 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_26 CCCCCCC.Cc1cccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)c1 4.339 0.765
gen_27 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_28 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171
gen_29 CCC.c1ccc(-n2ccc3nc4ccccc4nc32)cc1 3.744 0.171

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00180 c1ccc(Cc2ccccc2)cc1 3.277
gen_0 C=CCC=O.CCOc1ccc(Cc2ccccc2)cc1 2.957 0.320
gen_1 COC=O.[Cl:0]c1ccc([C@@H](CC([Cl:0])([Cl:0])[Cl:0])c2ccccc2)cc1 3.598 0.320
gen_2 CCCC.c1ccc(Cc2ccccc2)cc1 4.346 1.069
gen_3 [Cl:0]c1ccc(Cc2ccccc2[Cl:0])cc1 6.443 3.166
gen_4 CCCCC=O.CCNC(c1ccccc1)c1ccccc1 3.260 0.017
gen_5 CC=O.Cc1c(C(C)C)ccc(Cc2ccccc2)c1OC(C)C 3.975 0.698
gen_6 [Br:0]c1ccc(Cc2ccccc2)cc1 5.202 1.924
gen_7 C=C(C)P.c1ccc(Cc2ccccc2)cc1 3.215 0.063
gen_8 CC(C)O.Cc1ccc(Cc2ccccc2)cc1 3.235 0.043
gen_9 CC[C@H]([Cl:0])[Br:0].OC(O)(c1ccccc1)c1ccccc1 3.320 0.042
gen_10 C[C@@H](O)[C@@H](C)P.c1ccc(Cc2ccccc2)cc1 3.256 0.021
gen_11 [Br:0]c1ccc(Cc2ccccc2)cc1 5.202 1.924
gen_12 CCC(=O)N[C@H](C)C=O.COc1ccc(Cc2ccccc2)cc1 2.391 0.886
gen_13 c1ccc(Cc2ccccc2)cc1 3.298 0.020
gen_14 COC(C)=O.c1ccc(Cc2ccccc2)cc1 2.279 0.998
gen_15 C=CC.Cc1ccc(Cc2ccccc2)cc1 4.010 0.733
gen_16 CCOC=O.CNC(c1ccccc1)c1ccccc1 2.294 0.983
gen_17 C=C(C)CC/C=C/C.c1ccc(Cc2ccccc2)cc1 3.923 0.645
gen_18 c1ccc(Cc2ccccc2)cc1 3.298 0.020
gen_19 CC(=O)N(CCCC[C@H](C)[N+](C)(C)C)C(C)C.[Cl:0]c1cc([Cl:0])c(Cc2ccccc2)c([Cl:0])c1 3.469 0.192
gen_20 c1ccc(Cc2ccccc2)cc1 3.298 0.020
gen_21 C=CC.Cc1ccc(Cc2ccccc2)cc1 4.010 0.733
gen_22 CCCCCCC[C@@H](O)[C@H](C)NC=O.C[C@](O)(c1ccccc1)c1ccc([Cl:0])cc1 4.002 0.725
gen_23 CCCC.c1ccc(Cc2ccccc2)cc1 4.346 1.069
gen_24 CN(C)c1ccc(Cc2ccc([Br:0])cc2)cc1 5.108 1.830
gen_25 CC(C)C[C@H](C)/C=N/O.CC(O)(c1ccccc1)c1ccccc1 3.250 0.027
gen_26 CC(C)(C)C[C@](C)(c1ccc([Cl:0])cc1)c1ccc(C(=O)O)cc1 5.263 1.986
gen_27 CC(C)CO.c1ccc(Cc2ccccc2)cc1 2.616 0.662
gen_28 CC[C@H](C)O.c1ccc(Cc2ccccc2)cc1 3.191 0.086
gen_29 CC[Cl:0].c1ccc(Cc2ccccc2)cc1 3.681 0.404

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00259 c1ccc(Cc2ccccc2)cc1 3.277
gen_0 CNCSC(C)C.Oc1ccc(Cc2ccc([Cl:0])cc2)cc1 2.832 0.445
gen_1 CC[C@@](C)(c1ccc([Br:0])cc1)c1ccc(C=O)cc1 6.395 3.117
gen_2 CCC[C@H](C)OCC.c1ccc(Cc2ccccc2)cc1 3.525 0.248
gen_3 COC(=O)c1ccc(Cc2ccc([Cl:0])cc2)c([Cl:0])c1 5.353 2.075
gen_4 CCC[Br:0].CN(C)c1ccccc1Cc1ccccc1 3.488 0.211
gen_5 CCCN(CC)CCN(C)C(C)C.c1ccc(Cc2ccccc2)cc1 2.942 0.335
gen_6 CC(C)N[C@H](c1ccccc1)c1ccc([Cl:0])cc1.CCCCN(C=O)CC 3.867 0.590
gen_7 CC(C)O.O[C@@H](c1ccccc1)c1ccc([Cl:0])cc1 3.571 0.293
gen_8 CCN(C)c1ccc(Cc2ccccc2)cc1.CCO 2.726 0.551
gen_9 CCC[Cl:0].c1ccc(Cc2ccccc2)cc1 3.880 0.603
gen_10 C/C=C/C.CCOc1ccc(Cc2ccccc2)cc1 3.981 0.704
gen_11 CC(O)(c1ccccc1)c1ccccc1.CCOC(C)=O 2.585 0.693
gen_12 CCCCN(CC)C(C)=O.c1ccc(Cc2ccccc2)cc1 3.069 0.208
gen_13 COC(C)=O.c1ccc(Cc2ccccc2)cc1 2.279 0.998
gen_14 CCCC.c1ccc(Cc2ccccc2)cc1 4.346 1.069
gen_15 CCC(C)C.O=[SH](=O)c1ccc([C@@H](O)c2ccc([Br:0])cc2)cc1 5.793 2.516
gen_16 CCCCSc1cc(OCC)ccc1Cc1ccccc1 5.572 2.294
gen_17 O=C(O)c1ccc(Cc2ccc([Cl:0])cc2[Cl:0])cc1 5.147 1.870
gen_18 [Cl:0]c1ccc(Cc2ccc([Br:0])cc2)cc1 6.623 3.345
gen_19 CCNCS[Br:0].Cc1ccc(Cc2ccccc2)cc1 2.795 0.482
gen_20 C#N.CC(C)(C)c1ccc(Cc2ccc([Br:0])cc2)cc1 4.955 1.677
gen_21 COc1ccc([C@](O)(CCC(C)(C)C)c2ccccc2)cc1 4.115 0.838
gen_22 COC(=O)C(C)C.[Cl:0]c1ccc(Cc2ccc([Cl:0])cc2)cc1 3.496 0.218
gen_23 CCN(CC)[C@H](C)N(CC)C(C)C.[Cl:0]c1ccc(Cc2ccccc2)cc1 3.811 0.533
gen_24 CCNC(=O)OCC.c1ccc(Cc2ccccc2)cc1 2.683 0.594
gen_25 C#[N+]C(C)=O.c1ccc(Cc2ccccc2)cc1 2.069 1.208
gen_26 CCCCCc1ccc(Cc2ccccc2)cc1.COC=O 3.515 0.238
gen_27 C[C@@](O)(c1ccccc1)c1ccc([Cl:0])cc1.C[C@H](O)C(C)([Cl:0])[Cl:0] 3.971 0.694
gen_28 COc1ccc([C@H](C[C@@H](CCC(C)C)C(C)C)c2ccccc2)cc1 5.448 2.170
gen_29 CCCCCC=O.OC(c1ccccc1)c1ccccc1 3.134 0.143

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00269 O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1 3.398
gen_0 Cc1cc(C2C(=O)c3ccccc3C2=O)nc2c(C)cccc12 4.828 1.430
gen_1 O=C1c2ccc([Br:0])cc2C(=O)[C@@H]1c1ccc2ccccc2n1 5.194 1.796
gen_2 O=C1c2ccc([Br:0])cc2C(=O)[C@H]1c1ccc2ccccc2n1 6.021 2.624
gen_3 Cc1ccc2c(c1)C(=O)[C@H](c1cc(C)c3cc(C)ccc3n1)C2=O 5.533 2.135
gen_4 Cc1ccc2c(c1)C(=O)[C@@H](c1cc(C)c3ccccc3n1)C2=O 5.797 2.399
gen_5 O=C1c2ccccc2C(=O)C1c1ccc2cc([Br:0])ccc2n1 5.056 1.658
gen_6 O=C1c2ccc([Br:0])cc2C(=O)[C@H]1c1ccc2ccccc2n1 6.021 2.624
gen_7 O=C1c2ccc([Cl:0])cc2C(=O)[C@@H]1c1ccc2ccccc2n1 5.103 1.706
gen_8 O=C1c2ccc([Br:0])cc2C(=O)[C@H]1c1ccc2ccccc2n1 6.021 2.624
gen_9 Cc1cc([C@@H]2C(=O)c3ccc([Br:0])cc3C2=O)nc2ccc([Cl:0])cc12 6.386 2.988
gen_10 Cc1cc([C@H]2C(=O)c3ccc([Cl:0])cc3C2=O)nc2ccccc12 6.224 2.826
gen_11 O=C1c2ccc([Br:0])cc2C(=O)[C@@H]1c1ccc2ccccc2n1 5.194 1.796
gen_12 Cc1ccc2c(c1)C(=O)[C@@H](c1cc(C)c3ccccc3n1)C2=O 5.797 2.399
gen_13 O=C1c2ccccc2C(=O)C1c1ccc2cc([Br:0])ccc2n1 5.056 1.658
gen_14 Cc1ccc2nc(C3C(=O)c4ccccc4C3=O)cc(C)c2c1 4.945 1.547
gen_15 O=C1c2ccc([Cl:0])cc2C(=O)[C@H]1c1ccc2ccccc2n1 5.903 2.506
gen_16 Cc1cc([C@H]2C(=O)c3ccc([Br:0])cc3C2=O)nc2ccccc12 6.323 2.925
gen_17 Cc1ccc2c(c1)C(=O)[C@@H](c1cc(C)c3ccccc3n1)C2=O 5.797 2.399
gen_18 O=C1c2ccccc2C(=O)C1c1ccc2cc([Br:0])ccc2n1 5.056 1.658
gen_19 Cc1cc([C@@H]2C(=O)c3ccc([Cl:0])cc3C2=O)nc2ccccc12 5.455 2.057
gen_20 O=C1c2ccc([Br:0])cc2C(=O)[C@@H]1c1ccc2ccccc2n1 5.194 1.796
gen_21 CCc1cc([C@@H]2C(=O)c3ccc([Cl:0])cc3C2=O)nc2c(O)c([Cl:0])ccc12 5.918 2.521
gen_22 O=C1c2ccccc2C(=O)C1c1ccc2cc([Cl:0])ccc2n1 4.956 1.558
gen_23 O=C1c2ccc([Cl:0])cc2C(=O)[C@H]1c1ccc2ccc([Cl:0])cc2n1 6.863 3.466
gen_24 O=C1c2ccc([Cl:0])cc2C(=O)[C@H]1c1ccc2ccccc2n1 5.903 2.506
gen_25 Cc1ccc2c(c1)C(=O)[C@@H](c1ccc3cc(C)ccc3n1)C2=O 5.994 2.596
gen_26 Cc1ccc2c(c1)C(=O)[C@@H](c1cc(C)c3ccccc3n1)C2=O 5.797 2.399
gen_27 Cc1ccc2c(c1)C(=O)[C@H](c1cc(C)c3cc(C)ccc3n1)C2=O 5.533 2.135
gen_28 O=C1c2ccc([Br:0])cc2C(=O)[C@H]1c1ccc2ccc([Cl:0])cc2n1 6.963 3.565
gen_29 Cc1ccc2c(c1)C(=O)[C@@H](c1cc(C)c3ccccc3n1)C2=O 5.797 2.399

ID SCAFFOLD PROPERTY DIFF
STOCK1S-00324 O=C(Nc1ccccc1)/C(=C/c1ccncc1)NC(=O)c1ccccc1 3.491
gen_0 Cc1ccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2ccccc2)cc1 3.800 0.309
gen_1 Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 3.768 0.277
gen_2 Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 3.768 0.277
gen_3 Cc1ccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2ccc([Cl:0])cc2)cc1 4.398 0.907
gen_4 CCCCCCc1ccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccc(C)cc2)cc1 5.627 2.135
gen_5 Cc1ccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2ccccc2)cc1 3.800 0.309
gen_6 Cc1cccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2ccc([Cl:0])cc2)c1 4.369 0.878
gen_7 Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 3.768 0.277
gen_8 CC[C@@H](C)N(C=O)CC.Cc1ccc(C(=O)N/C(=C\c2ccncc2)C(=O)Nc2ccc([Cl:0])cc2)cc1 3.787 0.296
gen_9 Cc1ccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccc([Cl:0])cc2)cc1 4.398 0.907
gen_10 Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 3.768 0.277
gen_11 Cc1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1 3.768 0.277
gen_12 Cc1cc(C(C)(C)C)ccc1NC(=O)/C(=C/c1ccncc1)NC(=O)c1ccccc1 4.752 1.261
